# TEST CONFIGURATION BEGIN
# FileStream(filename='airlines.csv', target_idx=-1, n_targets=1, cat_features=None)
# [incremental 1] AdaptiveXGBoostClassifier(detect_drift=False, learning_rate=0.05, max_depth=6, max_window_size=1000, min_window_size=1, n_estimators=30, update_strategy='replace')
# EvaluatePrequential(batch_size=1, data_points_for_classification=False, max_samples=500000, max_time=inf, metrics=['accuracy', 'running_time'], n_wait=200, output_file='incremental_airlines.txt', pretrain_size=100000, restart_stream=True, show_plot=False)
# TEST CONFIGURATION END
id,mean_acc_[incremental 1],current_acc_[incremental 1],training_time_[incremental 1],testing_time_[incremental 1],total_running_time_[incremental 1]
187999,0.691614,0.675000,3.987072,130.853090,134.840162
188199,0.691576,0.675000,3.996882,131.152214,135.149096
188399,0.691561,0.685000,4.001080,131.436343,135.437423
188599,0.691591,0.705000,4.005585,131.715968,135.721553
188799,0.691847,0.805000,4.010124,131.991133,136.001257
188999,0.692213,0.855000,4.014921,132.262174,136.277096
189199,0.692410,0.780000,4.023413,132.538805,136.562218
189399,0.692405,0.690000,4.028029,132.882172,136.910201
189599,0.692478,0.725000,4.032600,133.168721,137.201322
189799,0.692339,0.630000,4.037156,133.448743,137.485899
189999,0.692256,0.655000,4.042460,133.753641,137.796101
190199,0.692051,0.600000,4.051089,134.034015,138.085104
190399,0.692013,0.675000,4.055178,134.311092,138.366271
190599,0.692020,0.695000,4.059603,134.598623,138.658226
190799,0.691685,0.540000,4.064159,134.875022,138.939181
190999,0.691648,0.675000,4.069263,135.160804,139.230068
191199,0.691721,0.725000,4.080521,135.504937,139.585458
191399,0.691641,0.655000,4.085489,135.831565,139.917053
191599,0.691517,0.635000,4.090261,136.135438,140.225699
191799,0.691362,0.620000,4.095490,136.434992,140.530482
191999,0.691207,0.620000,4.100383,136.711001,140.811384
192199,0.691041,0.615000,4.109911,137.003770,141.113681
192399,0.690758,0.560000,4.113979,137.276035,141.390014
192599,0.690562,0.600000,4.118124,137.544843,141.662967
192799,0.690453,0.640000,4.123129,137.861720,141.984849
192999,0.690280,0.610000,4.128524,138.210336,142.338860
193199,0.690139,0.625000,4.138444,138.583889,142.722333
193399,0.690086,0.665000,4.142497,138.856021,142.998518
193599,0.689925,0.615000,4.147614,139.185669,143.333284
193799,0.689797,0.630000,4.152340,139.482957,143.635297
193999,0.689489,0.545000,4.157898,139.797929,143.955827
194199,0.689427,0.660000,4.166744,140.080076,144.246820
194399,0.689163,0.565000,4.171040,140.365417,144.536458
194599,0.689038,0.630000,4.175287,140.636122,144.811410
194799,0.688871,0.610000,4.179727,140.906763,145.086490
194999,0.688632,0.575000,4.184672,141.179626,145.364298
195199,0.688330,0.545000,4.193602,141.450899,145.644501
195399,0.688229,0.640000,4.197624,141.720497,145.918121
195599,0.687887,0.525000,4.202389,142.036783,146.239172
195799,0.687662,0.580000,4.207426,142.351985,146.559412
195999,0.687344,0.535000,4.213959,142.640667,146.854625
196199,0.687037,0.540000,4.222940,142.914613,147.137553
196399,0.686919,0.630000,4.227136,143.189435,147.416572
196599,0.686687,0.575000,4.232100,143.489045,147.721144
196799,0.686312,0.505000,4.237461,143.810962,148.048423
196999,0.686031,0.550000,4.243141,144.127099,148.370240
197199,0.685597,0.475000,4.253187,144.421356,148.674543
197399,0.685092,0.440000,4.257524,144.710370,148.967894
197599,0.684549,0.420000,4.262224,145.082762,149.344986
197799,0.684049,0.440000,4.267623,145.395195,149.662818
197999,0.683786,0.555000,4.272910,145.734345,150.007255
198199,0.683187,0.390000,4.283244,146.017945,150.301189
198399,0.682734,0.460000,4.287290,146.287803,150.575094
198599,0.682363,0.500000,4.291898,146.571706,150.863603
198799,0.682045,0.525000,4.296381,146.846344,151.142725
198999,0.681667,0.495000,4.301319,147.120608,151.421927
199199,0.681321,0.510000,4.310861,147.416760,151.727621
199399,0.680956,0.500000,4.314947,147.691816,152.006763
199599,0.680622,0.515000,4.319420,147.968151,152.287571
199799,0.680160,0.450000,4.324190,148.240286,152.564477
199999,0.679780,0.490000,4.329346,148.537907,152.867252
200199,0.679391,0.485000,4.338736,148.825696,153.164432
200399,0.678865,0.415000,4.342864,149.101074,153.443939
200599,0.678419,0.455000,4.348019,149.455387,153.803406
200799,0.678135,0.535000,4.352542,149.731434,154.083976
200999,0.677842,0.530000,4.357835,150.026139,154.383975
201199,0.677460,0.485000,4.367311,150.316918,154.684229
201399,0.677140,0.515000,4.371638,150.615441,154.987079
201599,0.676752,0.480000,4.377043,150.954613,155.331656
201799,0.676297,0.445000,4.382315,151.268220,155.650536
201999,0.676010,0.530000,4.388076,151.602013,155.990088
202199,0.675695,0.515000,4.396343,151.902835,156.299178
202399,0.675332,0.490000,4.400429,152.179062,156.579491
202599,0.675058,0.535000,4.405092,152.542094,156.947186
202799,0.674737,0.510000,4.410711,152.874433,157.285144
202999,0.674427,0.515000,4.416469,153.224307,157.640776
203199,0.674070,0.490000,4.424551,153.529970,157.954520
203399,0.673772,0.520000,4.428837,153.812206,158.241043
203599,0.673562,0.565000,4.433526,154.098379,158.531905
203799,0.673266,0.520000,4.438238,154.415072,158.853310
203999,0.672990,0.530000,4.443552,154.722817,159.166370
204199,0.672697,0.520000,4.452259,155.004420,159.456679
204399,0.672462,0.550000,4.456302,155.278431,159.734733
204599,0.672218,0.545000,4.461141,155.579264,160.040405
204799,0.671880,0.495000,4.466509,155.897549,160.364058
204999,0.671743,0.600000,4.471797,156.212263,160.684061
205199,0.671587,0.590000,4.481488,156.537160,161.018648
205399,0.671328,0.535000,4.486294,156.853239,161.339533
205599,0.671212,0.610000,4.491002,157.144962,161.635964
205799,0.671304,0.720000,4.495687,157.430004,161.925691
205999,0.671302,0.670000,4.500721,157.794797,162.295518
206199,0.671384,0.715000,4.509868,158.076842,162.586710
206399,0.671335,0.645000,4.515115,158.427631,162.942746
206599,0.671220,0.610000,4.519569,158.710251,163.229820
206799,0.671124,0.620000,4.524924,159.029332,163.554256
206999,0.670944,0.575000,4.530015,159.316246,163.846260
207199,0.670951,0.675000,4.538344,159.591290,164.129634
207399,0.670894,0.640000,4.542264,159.859766,164.402030
207599,0.670790,0.615000,4.546534,160.127912,164.674447
207799,0.670622,0.580000,4.551309,160.404512,164.955821
207999,0.670426,0.565000,4.555999,160.674959,165.230958
208199,0.670333,0.620000,4.564132,160.949438,165.513569
208399,0.670258,0.630000,4.568371,161.227732,165.796102
208599,0.670092,0.580000,4.573120,161.512827,166.085948
208799,0.670000,0.620000,4.577564,161.780866,166.358430
208999,0.669908,0.620000,4.582164,162.049932,166.632097
209199,0.669771,0.595000,4.591041,162.365674,166.956715
209399,0.669607,0.580000,4.595422,162.643850,167.239272
209599,0.669425,0.570000,4.599830,162.922446,167.522276
209799,0.669353,0.630000,4.604243,163.193159,167.797402
209999,0.669173,0.570000,4.608916,163.462239,168.071155
210199,0.668929,0.535000,4.617377,163.736006,168.353383
210399,0.668641,0.510000,4.621385,164.004425,168.625810
210599,0.668508,0.595000,4.625532,164.273028,168.898561
210799,0.668529,0.680000,4.630026,164.541807,169.171833
210999,0.668360,0.575000,4.634626,164.809904,169.444530
211199,0.668192,0.575000,4.642891,165.082806,169.725697
211399,0.667882,0.495000,4.646869,165.352015,169.998884
211599,0.667715,0.575000,4.650981,165.615756,170.266737
211799,0.667504,0.550000,4.655379,165.888581,170.543960
211999,0.667339,0.575000,4.660063,166.160797,170.820860
212199,0.667157,0.565000,4.669035,166.429641,171.098676
212399,0.666993,0.575000,4.673200,166.706715,171.379915
212599,0.666821,0.570000,4.677766,166.989599,171.667364
212799,0.666658,0.575000,4.682721,167.348885,172.031605
212999,0.666478,0.565000,4.688399,167.717280,172.405679
213199,0.666458,0.655000,4.697185,167.997845,172.695030
213399,0.666261,0.555000,4.701224,168.265269,172.966494
213599,0.666224,0.645000,4.705883,168.553489,173.259372
213799,0.666054,0.570000,4.710651,168.844504,173.555155
213999,0.665930,0.595000,4.715389,169.120398,173.835787
214199,0.665884,0.640000,4.724244,169.406977,174.131221
214399,0.665857,0.650000,4.728653,169.712775,174.441428
214599,0.665785,0.625000,4.734123,170.067730,174.801853
214799,0.665584,0.550000,4.739489,170.389536,175.129025
214999,0.665539,0.640000,4.745590,170.685504,175.431093
215199,0.665356,0.560000,4.754660,170.960907,175.715566
215399,0.665321,0.645000,4.758988,171.247286,176.006274
215599,0.665138,0.560000,4.763714,171.530519,176.294233
215799,0.665060,0.620000,4.768268,171.809061,176.577329
215999,0.664940,0.595000,4.773354,172.177612,176.950965
216199,0.664819,0.595000,4.782950,172.491190,177.274140
216399,0.664716,0.605000,4.787773,172.806878,177.594652
216599,0.664734,0.675000,4.792623,173.103934,177.896556
216799,0.664598,0.585000,4.796986,173.369627,178.166613
216999,0.664376,0.535000,4.801909,173.654903,178.456811
217199,0.664215,0.570000,4.810846,173.939728,178.750574
217399,0.664174,0.640000,4.814897,174.207616,179.022513
217599,0.664099,0.620000,4.819110,174.474872,179.293982
217799,0.664075,0.650000,4.823887,174.766425,179.590312
217999,0.663958,0.595000,4.828707,175.049511,179.878218
218199,0.663832,0.590000,4.837985,175.330089,180.168074
218399,0.663910,0.710000,4.842347,175.655174,180.497522
218599,0.663845,0.625000,4.847437,175.959074,180.806511
218799,0.663737,0.600000,4.851869,176.232201,181.084070
218999,0.663697,0.640000,4.857211,176.542626,181.399837
219199,0.663758,0.700000,4.867051,176.852506,181.719557
219399,0.663752,0.660000,4.871729,177.173530,182.045259
219599,0.663620,0.585000,4.877191,177.506637,182.383828
219799,0.663614,0.660000,4.882005,177.803751,182.685755
219999,0.663592,0.650000,4.887200,178.174407,183.061607
220199,0.663561,0.645000,4.897441,178.526224,183.423665
220399,0.663563,0.665000,4.902068,178.835937,183.738005
220599,0.663507,0.630000,4.906515,179.119646,184.026161
220799,0.663386,0.590000,4.911705,179.461400,184.373105
220999,0.663347,0.640000,4.917091,179.776115,184.693206
221199,0.663498,0.755000,4.926378,180.053536,184.979914
221399,0.663493,0.660000,4.930926,180.327758,185.258684
221599,0.663454,0.640000,4.936616,180.686890,185.623506
221799,0.663424,0.645000,4.942459,180.993471,185.935930
221999,0.663434,0.670000,4.947593,181.293093,186.240686
222199,0.663486,0.695000,4.956996,181.619920,186.576916
222399,0.663497,0.670000,4.962266,181.968214,186.930480
222599,0.663581,0.715000,4.966952,182.267166,187.234118
222799,0.663469,0.595000,4.971692,182.548509,187.520201
222999,0.663309,0.565000,4.977292,182.878163,187.855456
223199,0.663271,0.640000,4.986767,183.166378,188.153145
223399,0.663177,0.605000,4.990879,183.445746,188.436624
223599,0.663010,0.560000,4.995205,183.716642,188.711847
223799,0.662690,0.465000,5.000358,183.999597,188.999956
223999,0.662460,0.520000,5.007111,184.520705,189.527816
224199,0.662190,0.495000,5.016326,184.859974,189.876299
224399,0.661897,0.480000,5.021210,185.165285,190.186495
224599,0.661677,0.525000,5.026036,185.469641,190.495678
224799,0.661402,0.490000,5.030767,185.755198,190.785966
224999,0.661040,0.435000,5.036282,186.086245,191.122527
225199,0.660895,0.570000,5.047583,186.418203,191.465785
225399,0.660694,0.535000,5.052366,186.735798,191.788164
225599,0.660398,0.475000,5.057044,187.023426,192.080470
225799,0.660191,0.530000,5.061783,187.343510,192.405292
225999,0.659952,0.510000,5.067043,187.650244,192.717286
226199,0.659707,0.505000,5.076086,187.925001,193.001087
226399,0.659581,0.580000,5.080562,188.212980,193.293542
226599,0.659431,0.565000,5.084914,188.486671,193.571585
226799,0.659282,0.565000,5.089894,188.775873,193.865767
226999,0.659126,0.560000,5.094652,189.049921,194.144574
227199,0.658962,0.555000,5.103757,189.344823,194.448580
227399,0.658799,0.555000,5.107974,189.625282,194.733256
227599,0.658660,0.570000,5.112526,189.899951,195.012476
227799,0.658482,0.545000,5.116907,190.168319,195.285226
227999,0.658336,0.565000,5.122556,190.490117,195.612673
228199,0.658339,0.660000,5.133678,190.808748,195.942426
228399,0.658263,0.610000,5.138207,191.160339,196.298546
228599,0.658196,0.615000,5.142558,191.440749,196.583307
228799,0.658137,0.620000,5.148099,191.771192,196.919291
228999,0.658008,0.575000,5.153380,192.081131,197.234511
229199,0.657949,0.620000,5.164004,192.461113,197.625117
229399,0.657898,0.625000,5.168481,192.759192,197.927672
229599,0.657739,0.555000,5.173116,193.040429,198.213544
229799,0.657681,0.620000,5.177604,193.316999,198.494603
229999,0.657615,0.615000,5.182986,193.665962,198.848948
230199,0.657565,0.625000,5.192392,193.946968,199.139360
230399,0.657531,0.635000,5.197370,194.246623,199.443994
230599,0.657565,0.680000,5.202027,194.567400,199.769427
230799,0.657576,0.665000,5.207272,194.866412,200.073685
230999,0.657466,0.585000,5.212376,195.209166,200.421543
231199,0.657424,0.630000,5.221928,195.503076,200.725004
231399,0.657268,0.555000,5.226583,195.827062,201.053645
231599,0.657272,0.660000,5.231622,196.148383,201.380005
231799,0.657109,0.550000,5.236458,196.445101,201.681560
231999,0.657114,0.660000,5.241405,196.781226,202.022631
232199,0.657148,0.680000,5.250037,197.107723,202.357760
232399,0.657122,0.640000,5.255282,197.436249,202.691531
232599,0.657119,0.655000,5.259921,197.736994,202.996915
232799,0.657033,0.600000,5.264439,198.052375,203.316815
232999,0.656970,0.615000,5.269821,198.355886,203.625707
233199,0.656892,0.605000,5.278034,198.632313,203.910347
233399,0.656822,0.610000,5.283062,198.955668,204.238730
233599,0.656834,0.665000,5.288154,199.261778,204.549932
233799,0.656712,0.575000,5.292670,199.534922,204.827593
233999,0.656672,0.630000,5.297455,199.819868,205.117323
234199,0.656624,0.625000,5.305799,200.101972,205.407770
234399,0.656563,0.615000,5.309711,200.366926,205.676636
234599,0.656634,0.705000,5.314482,200.655520,205.970002
234799,0.656573,0.615000,5.319016,200.931618,206.250633
234999,0.656541,0.635000,5.323669,201.200755,206.524425
235199,0.656398,0.560000,5.332098,201.477840,206.809938
235399,0.656322,0.605000,5.336508,201.776333,207.112842
235599,0.656195,0.570000,5.341103,202.070773,207.411875
235799,0.656156,0.630000,5.345964,202.361576,207.707540
235999,0.656176,0.670000,5.350810,202.647846,207.998655
236199,0.656043,0.565000,5.359938,202.957665,208.317604
236399,0.656012,0.635000,5.363938,203.226464,208.590402
236599,0.655988,0.640000,5.368180,203.496825,208.865004
236799,0.656016,0.675000,5.372762,203.774482,209.147244
236999,0.655869,0.555000,5.377967,204.081948,209.459915
237199,0.655867,0.655000,5.389288,204.439097,209.828384
237399,0.655830,0.630000,5.393759,204.737205,210.130964
237599,0.655879,0.690000,5.398230,205.017593,210.415823
237799,0.655798,0.600000,5.403581,205.411779,210.815359
237999,0.655739,0.615000,5.408789,205.721132,211.129922
238199,0.655702,0.630000,5.420739,206.041806,211.462544
238399,0.655556,0.555000,5.425077,206.360915,211.785992
238599,0.655483,0.605000,5.429615,206.644234,212.073849
238799,0.655396,0.595000,5.434951,206.991630,212.426582
238999,0.655353,0.625000,5.439737,207.271981,212.711718
239199,0.655316,0.630000,5.448791,207.575893,213.024683
239399,0.655308,0.650000,5.453322,207.880575,213.333898
239599,0.655251,0.615000,5.458966,208.281909,213.740875
239799,0.655243,0.650000,5.463689,208.573656,214.037346
239999,0.655157,0.595000,5.469791,208.920695,214.390485
240199,0.655193,0.680000,5.478831,209.233318,214.712149
240399,0.655264,0.705000,5.483301,209.563903,215.047204
240599,0.655185,0.600000,5.488794,209.963688,215.452482
240799,0.655185,0.655000,5.493718,210.260555,215.754273
240999,0.655156,0.635000,5.498779,210.554658,216.053437
241199,0.655113,0.625000,5.507867,210.837429,216.345296
241399,0.655134,0.670000,5.512518,211.169189,216.681708
241599,0.655162,0.675000,5.517169,211.460951,216.978121
241799,0.655155,0.650000,5.521778,211.739247,217.261024
241999,0.655197,0.685000,5.526882,212.030360,217.557242
242199,0.655267,0.705000,5.536071,212.335797,217.871869
242399,0.655323,0.695000,5.541059,212.668344,218.209404
242599,0.655273,0.620000,5.546870,213.002892,218.549762
242799,0.655308,0.680000,5.552373,213.341702,218.894075
242999,0.655259,0.620000,5.557098,213.621500,219.178598
243199,0.655237,0.640000,5.566278,213.999877,219.566154
243399,0.655084,0.545000,5.571088,214.328255,219.899343
243599,0.655125,0.685000,5.576646,214.657284,220.233930
243799,0.655160,0.680000,5.581665,214.949528,220.531193
243999,0.655188,0.675000,5.586495,215.229851,220.816346
244199,0.655208,0.670000,5.594863,215.542894,221.137757
244399,0.655222,0.665000,5.599401,215.844694,221.444095
244599,0.655228,0.660000,5.604256,216.128669,221.732925
244799,0.655276,0.690000,5.609447,216.434676,222.044123
244999,0.655248,0.635000,5.615148,216.800031,222.415179
245199,0.655186,0.610000,5.625176,217.115865,222.741041
245399,0.655254,0.705000,5.629802,217.487530,223.117332
245599,0.655247,0.650000,5.634348,217.781377,223.415725
245799,0.655322,0.710000,5.639673,218.074848,223.714521
245999,0.655384,0.700000,5.644487,218.358617,224.003104
246199,0.655369,0.645000,5.653282,218.646020,224.299301
246399,0.655410,0.685000,5.657231,218.916853,224.574084
246599,0.655505,0.725000,5.661497,219.189899,224.851396
246799,0.655484,0.640000,5.666095,219.459157,225.125252
246999,0.655490,0.660000,5.670680,219.727870,225.398551
247199,0.655510,0.670000,5.682518,220.071407,225.753926
247399,0.655543,0.680000,5.686789,220.388466,226.075256
247599,0.655528,0.645000,5.691234,220.663644,226.354878
247799,0.655562,0.680000,5.695965,220.953826,226.649791
247999,0.655608,0.690000,5.701221,221.261042,226.962264
248199,0.655587,0.640000,5.710088,221.533976,227.244064
248399,0.655593,0.660000,5.714140,221.811877,227.526016
248599,0.655612,0.670000,5.718547,222.094455,227.813002
248799,0.655598,0.645000,5.724111,222.375940,228.100051
248999,0.655738,0.760000,5.729639,222.701246,228.430886
249199,0.655603,0.555000,5.739185,223.009548,228.748733
249399,0.655616,0.665000,5.743939,223.317876,229.061815
249599,0.655541,0.600000,5.749339,223.616485,229.365824
249799,0.655487,0.615000,5.753840,223.893466,229.647306
249999,0.655473,0.645000,5.758836,224.207753,229.966589
250199,0.655459,0.645000,5.767668,224.478854,230.246522
250399,0.655472,0.665000,5.772003,224.775234,230.547237
250599,0.655485,0.665000,5.777711,225.141578,230.919288
250799,0.655471,0.645000,5.782908,225.448764,231.231671
250999,0.655464,0.650000,5.787666,225.727459,231.515126
251199,0.655476,0.665000,5.797795,226.012117,231.809913
251399,0.655403,0.600000,5.801877,226.322104,232.123981
251599,0.655244,0.535000,5.806886,226.630980,232.437866
251799,0.655217,0.635000,5.811590,226.912401,232.723991
251999,0.655184,0.630000,5.816531,227.197675,233.014206
252199,0.655099,0.590000,5.825879,227.497808,233.323687
252399,0.655059,0.625000,5.831019,227.843072,233.674091
252599,0.654987,0.600000,5.836107,228.168321,234.004428
252799,0.654928,0.610000,5.841011,228.472264,234.313275
252999,0.654895,0.630000,5.846041,228.793614,234.639656
253199,0.654889,0.650000,5.855229,229.096320,234.951550
253399,0.654831,0.610000,5.860496,229.436431,235.296927
253599,0.654740,0.585000,5.865236,229.730551,235.595787
253799,0.654642,0.580000,5.869953,230.012636,235.882588
253999,0.654591,0.615000,5.874639,230.281765,236.156403
254199,0.654546,0.620000,5.884083,230.554876,236.438959
254399,0.654469,0.595000,5.888788,230.900042,236.788831
254599,0.654457,0.645000,5.893292,231.179289,237.072581
254799,0.654444,0.645000,5.897858,231.453108,237.350966
254999,0.654406,0.625000,5.902911,231.739198,237.642109
255199,0.654349,0.610000,5.913030,232.106566,238.019596
255399,0.654344,0.650000,5.918164,232.481446,238.399611
255599,0.654325,0.640000,5.923566,232.847352,238.770918
255799,0.654204,0.560000,5.928288,233.130420,239.058709
255999,0.654224,0.670000,5.933002,233.400842,239.333844
256199,0.654149,0.595000,5.942626,233.677926,239.620552
256399,0.654060,0.585000,5.947203,233.992675,239.939878
256599,0.654080,0.670000,5.952645,234.329451,240.282096
256799,0.654050,0.630000,5.957842,234.649985,240.607827
256999,0.654070,0.670000,5.962565,234.924690,240.887255
257199,0.654027,0.620000,5.971864,235.244434,241.216297
257399,0.654104,0.715000,5.976260,235.538378,241.514638
257599,0.654080,0.635000,5.980570,235.809846,241.790416
257799,0.654037,0.620000,5.985122,236.080847,242.065969
257999,0.653943,0.580000,5.989879,236.356738,242.346617
258199,0.653875,0.600000,5.998924,236.636949,242.635873
258399,0.653819,0.610000,6.003594,236.938679,242.942273
258599,0.653884,0.705000,6.008193,237.239536,243.247729
258799,0.653961,0.715000,6.014170,237.669535,243.683704
258999,0.654019,0.700000,6.022336,238.002747,244.025083
259199,0.653982,0.625000,6.032362,238.307065,244.339427
259399,0.653990,0.660000,6.036456,238.579782,244.616239
259599,0.654060,0.710000,6.040692,238.851057,244.891750
259799,0.654068,0.660000,6.045036,239.118041,245.163077
259999,0.654025,0.620000,6.049711,239.393178,245.442889
260199,0.654082,0.700000,6.059292,239.667547,245.726839
260399,0.653978,0.570000,6.063341,239.941312,246.004653
260599,0.653973,0.650000,6.067877,240.260817,246.328694
260799,0.653905,0.600000,6.072518,240.534541,246.607059
260999,0.653876,0.630000,6.078456,240.885974,246.964430
261199,0.653865,0.645000,6.087822,241.181951,247.269773
261399,0.653854,0.645000,6.092325,241.487244,247.579569
261599,0.653725,0.550000,6.096753,241.764198,247.860951
261799,0.653696,0.630000,6.101280,242.036056,248.137336
261999,0.653704,0.660000,6.106089,242.356915,248.463005
262199,0.653681,0.635000,6.114424,242.667684,248.782108
262399,0.653707,0.675000,6.118784,242.956844,249.075628
262599,0.653764,0.700000,6.123317,243.243144,249.366460
262799,0.653753,0.645000,6.127978,243.529377,249.657355
262999,0.653718,0.625000,6.132770,243.798064,249.930834
263199,0.653627,0.580000,6.142188,244.140003,250.282191
263399,0.653568,0.605000,6.146488,244.427608,250.574096
263599,0.653576,0.660000,6.150741,244.701337,250.852078
263799,0.653516,0.605000,6.155370,244.980693,251.136062
263999,0.653470,0.615000,6.160562,245.274567,251.435129
264199,0.653532,0.705000,6.169261,245.563074,251.732336
264399,0.653485,0.615000,6.173364,245.839822,252.013186
264599,0.653469,0.640000,6.178048,246.132855,252.310904
264799,0.653410,0.605000,6.182540,246.407625,252.590164
264999,0.653352,0.605000,6.188105,246.742064,252.930169
265199,0.653329,0.635000,6.198239,247.058564,253.256803
265399,0.653313,0.640000,6.202704,247.354577,253.557281
265599,0.653207,0.565000,6.207086,247.651574,253.858660
265799,0.653185,0.635000,6.211765,247.936600,254.148365
265999,0.653048,0.540000,6.216447,248.207070,254.423517
266199,0.652996,0.610000,6.227010,248.520331,254.747341
266399,0.652903,0.575000,6.231707,248.888502,255.120209
266599,0.652821,0.585000,6.236083,249.171913,255.407996
266799,0.652716,0.565000,6.241355,249.468990,255.710345
266999,0.652629,0.580000,6.246259,249.747990,255.994249
267199,0.652596,0.625000,6.255729,250.092771,256.348501
267399,0.652634,0.685000,6.259742,250.363909,256.623651
267599,0.652554,0.585000,6.264344,250.657362,256.921706
267799,0.652473,0.585000,6.269121,250.950380,257.219501
267999,0.652333,0.535000,6.274078,251.236933,257.511011
268199,0.652224,0.560000,6.283607,251.627933,257.911539
268399,0.652144,0.585000,6.289155,251.987792,258.276947
268599,0.652070,0.590000,6.293728,252.283566,258.577294
268799,0.652050,0.635000,6.298487,252.614459,258.912947
268999,0.651870,0.500000,6.303374,252.895476,259.198849
269199,0.651785,0.580000,6.313634,253.227824,259.541458
269399,0.651688,0.570000,6.318110,253.524221,259.842330
269599,0.651586,0.565000,6.322827,253.818149,260.140976
269799,0.651519,0.595000,6.327450,254.126037,260.453487
269999,0.651506,0.640000,6.333001,254.438057,260.771058
270199,0.651363,0.530000,6.341790,254.733220,261.075010
270399,0.651350,0.640000,6.345996,255.014122,261.360118
270599,0.651301,0.610000,6.350281,255.286807,261.637088
270799,0.651124,0.500000,6.356809,255.852410,262.209219
270999,0.650988,0.535000,6.362808,256.185719,262.548527
271199,0.650964,0.630000,6.371484,256.511978,262.883462
271399,0.650910,0.605000,6.376425,256.836064,263.212490
271599,0.650839,0.590000,6.381138,257.154253,263.535391
271799,0.650757,0.580000,6.386235,257.452329,263.838564
271999,0.650645,0.555000,6.391089,257.733178,264.124267
272199,0.650592,0.605000,6.399762,258.034341,264.434103
272399,0.650539,0.605000,6.404278,258.357528,264.761807
272599,0.650504,0.620000,6.409007,258.648757,265.057764
272799,0.650370,0.535000,6.413544,258.923015,265.336559
272999,0.650312,0.600000,6.418507,259.203159,265.621666
273199,0.650254,0.600000,6.426968,259.498968,265.925936
273399,0.650225,0.625000,6.431076,259.771058,266.202134
273599,0.650253,0.675000,6.435187,260.037531,266.472718
273799,0.650230,0.630000,6.439973,260.323328,266.763302
273999,0.650190,0.615000,6.445008,260.604847,267.049855
274199,0.650270,0.720000,6.453235,260.879991,267.333227
274399,0.650269,0.650000,6.457232,261.152335,267.609567
274599,0.650218,0.605000,6.461511,261.426175,267.887687
274799,0.650177,0.615000,6.465953,261.697817,268.163770
274999,0.650109,0.590000,6.470792,261.974402,268.445194
275199,0.650057,0.605000,6.479784,262.248243,268.728027
275399,0.650091,0.680000,6.483800,262.520145,269.003945
275599,0.650148,0.700000,6.488171,262.798136,269.286307
275799,0.650176,0.675000,6.492633,263.071745,269.564378
275999,0.650085,0.570000,6.497280,263.339562,269.836842
276199,0.650028,0.600000,6.506065,263.613045,270.119111
276399,0.649983,0.610000,6.510251,263.882728,270.392979
276599,0.649898,0.575000,6.514481,264.150149,270.664631
276799,0.649779,0.545000,6.519370,264.442112,270.961482
276999,0.649723,0.600000,6.524326,264.721195,271.245520
277199,0.649729,0.655000,6.532993,265.003738,271.536731
277399,0.649645,0.575000,6.537812,265.299184,271.836996
277599,0.649595,0.605000,6.542169,265.577050,272.119219
277799,0.649550,0.610000,6.546832,265.855699,272.402531
277999,0.649483,0.590000,6.552027,266.157331,272.709358
278199,0.649411,0.585000,6.562455,266.478322,273.040777
278399,0.649159,0.425000,6.567537,266.821586,273.389124
278599,0.649183,0.670000,6.572577,267.109519,273.682096
278799,0.649066,0.545000,6.577740,267.416857,273.994597
278999,0.648961,0.555000,6.582440,267.690234,274.272675
279199,0.648850,0.550000,6.592036,268.017467,274.609503
279399,0.648724,0.535000,6.596592,268.319941,274.916534
279599,0.648641,0.575000,6.601620,268.612666,275.214286
279799,0.648598,0.610000,6.606581,268.907412,275.513993
279999,0.648478,0.540000,6.611461,269.188745,275.800206
280199,0.648418,0.595000,6.620323,269.468289,276.088612
280399,0.648320,0.560000,6.624379,269.782978,276.407356
280599,0.648261,0.595000,6.628592,270.051545,276.680137
280799,0.648202,0.595000,6.633075,270.327135,276.960210
280999,0.648116,0.570000,6.637683,270.597173,277.234856
281199,0.648074,0.610000,6.646319,270.868165,277.514485
281399,0.647960,0.545000,6.650276,271.136637,277.786912
281599,0.647990,0.675000,6.654613,271.410412,278.065025
281799,0.647937,0.600000,6.659060,271.680234,278.339294
281999,0.647857,0.575000,6.663623,271.947702,278.611325
282199,0.647783,0.580000,6.672966,272.221641,278.894607
282399,0.647725,0.595000,6.676926,272.487531,279.164457
282599,0.647673,0.600000,6.681322,272.766381,279.447703
282799,0.647675,0.650000,6.686061,273.043043,279.729104
282999,0.647596,0.575000,6.691171,273.330448,280.021619
283199,0.647544,0.600000,6.700258,273.603887,280.304145
283399,0.647508,0.615000,6.704296,273.870343,280.574639
283599,0.647397,0.545000,6.708675,274.144033,280.852708
283799,0.647350,0.605000,6.713119,274.413507,281.126625
283999,0.647304,0.605000,6.718494,274.697882,281.416377
284199,0.647318,0.660000,6.729444,274.993559,281.723003
284399,0.647267,0.600000,6.733820,275.287473,282.021293
284599,0.647216,0.600000,6.738288,275.568995,282.307282
284799,0.647175,0.610000,6.742897,275.843613,282.586510
284999,0.647119,0.595000,6.747675,276.116106,282.863781
285199,0.647063,0.595000,6.756556,276.387854,283.144410
285399,0.647071,0.655000,6.760771,276.661272,283.422043
