# TEST CONFIGURATION BEGIN
# FileStream(filename='airlines.csv', target_idx=-1, n_targets=1, cat_features=None)
# [incremental 1] AdaptiveXGBoostClassifier(detect_drift=False, learning_rate=0.05, max_depth=6, max_window_size=1000, min_window_size=1, n_estimators=30, update_strategy='replace')
# EvaluatePrequential(batch_size=1, data_points_for_classification=False, max_samples=500000, max_time=inf, metrics=['accuracy', 'running_time'], n_wait=200, output_file='incremental_airlines.txt', pretrain_size=100000, restart_stream=True, show_plot=False)
# TEST CONFIGURATION END
id,mean_acc_[incremental 1],current_acc_[incremental 1],training_time_[incremental 1],testing_time_[incremental 1],total_running_time_[incremental 1]
383199,0.639555,0.715000,9.403370,415.251924,424.655294
383399,0.639555,0.640000,9.407930,415.538026,424.945956
383599,0.639545,0.625000,9.412321,415.810707,425.223028
383799,0.639433,0.480000,9.416990,416.085289,425.502279
383999,0.639370,0.550000,9.421651,416.355405,425.777056
384199,0.639286,0.520000,9.429303,416.633327,426.062630
384399,0.639188,0.500000,9.433202,416.902261,426.335464
384599,0.639136,0.565000,9.438668,417.206927,426.645595
384799,0.639055,0.525000,9.443684,417.496768,426.940452
384999,0.638968,0.515000,9.448349,417.767930,427.216279
385199,0.638920,0.570000,9.455821,418.036656,427.492477
385399,0.638819,0.495000,9.459893,418.308554,427.768447
385599,0.638789,0.595000,9.464407,418.595042,428.059450
385799,0.638716,0.535000,9.469335,418.884595,428.353930
385999,0.638696,0.610000,9.473885,419.152711,428.626596
386199,0.638683,0.620000,9.482422,419.424173,428.906595
386399,0.638586,0.500000,9.486333,419.690885,429.177219
386599,0.638496,0.510000,9.490504,419.957310,429.447814
386799,0.638473,0.605000,9.494819,420.222014,429.716834
386999,0.638449,0.605000,9.499569,420.496919,429.996488
387199,0.638440,0.625000,9.507382,420.767339,430.274721
387399,0.638469,0.680000,9.511329,421.036118,430.547447
387599,0.638491,0.670000,9.515500,421.303761,430.819261
387799,0.638509,0.665000,9.520138,421.590250,431.110388
387999,0.638514,0.645000,9.525065,421.869700,431.394765
388199,0.638508,0.630000,9.533030,422.150351,431.683381
388399,0.638457,0.565000,9.537031,422.419136,431.956167
388599,0.638410,0.570000,9.541234,422.690477,432.231711
388799,0.638425,0.660000,9.546514,423.002260,432.548774
388999,0.638436,0.655000,9.552535,423.365144,432.917679
389199,0.638447,0.655000,9.561715,423.671330,433.233046
389399,0.638476,0.680000,9.566901,424.016098,433.582999
389599,0.638470,0.630000,9.572275,424.332137,433.904411
389799,0.638475,0.645000,9.577798,424.665293,434.243091
389999,0.638493,0.665000,9.582765,424.950457,434.533222
390199,0.638470,0.605000,9.591182,425.246867,434.838049
390399,0.638471,0.640000,9.595625,425.528859,435.124485
390599,0.638517,0.705000,9.600548,425.845014,435.445563
390799,0.638494,0.605000,9.605113,426.119987,435.725099
390999,0.638502,0.650000,9.609750,426.393746,436.003496
391199,0.638516,0.660000,9.617625,426.669381,436.287006
391399,0.638497,0.610000,9.621742,426.945752,436.567494
391599,0.638474,0.605000,9.626364,427.236470,436.862834
391799,0.638482,0.650000,9.631220,427.534716,437.165936
391999,0.638476,0.630000,9.636077,427.813445,437.449522
392199,0.638470,0.630000,9.644399,428.092234,437.736633
392399,0.638488,0.665000,9.648907,428.397915,438.046822
392599,0.638517,0.680000,9.653475,428.685645,438.339120
392799,0.638566,0.710000,9.657959,428.956314,438.614273
392999,0.638567,0.640000,9.662515,429.224151,438.886666
393199,0.638574,0.650000,9.670564,429.494426,439.164991
393399,0.638579,0.645000,9.674920,429.783694,439.458614
393599,0.638559,0.610000,9.679316,430.058061,439.737377
393799,0.638526,0.590000,9.683767,430.327998,440.011765
393999,0.638527,0.640000,9.688566,430.609656,440.298221
394199,0.638518,0.625000,9.697252,430.912769,440.610021
394399,0.638499,0.610000,9.701315,431.182039,440.883354
394599,0.638473,0.600000,9.705523,431.450429,441.155952
394799,0.638440,0.590000,9.710005,431.722321,441.432326
394999,0.638420,0.610000,9.714953,432.007454,441.722407
395199,0.638381,0.580000,9.723478,432.285030,442.008508
395399,0.638362,0.610000,9.727646,432.557429,442.285075
395599,0.638346,0.615000,9.732018,432.831468,442.563485
395799,0.638371,0.675000,9.736538,433.100729,442.837267
395999,0.638368,0.635000,9.741626,433.389207,443.130833
396199,0.638352,0.615000,9.751270,433.678523,443.429793
396399,0.638391,0.695000,9.755832,433.956127,443.711959
396599,0.638425,0.690000,9.760472,434.247829,444.008301
396799,0.638393,0.590000,9.765845,434.557630,444.323475
396999,0.638401,0.650000,9.770695,434.840769,444.611464
397199,0.638395,0.630000,9.780069,435.132065,444.912134
397399,0.638406,0.655000,9.784272,435.412759,445.197032
397599,0.638387,0.610000,9.789281,435.718307,445.507588
397799,0.638392,0.645000,9.793881,435.994752,445.788634
397999,0.638352,0.580000,9.798553,436.263053,446.061606
398199,0.638343,0.625000,9.807140,436.535232,446.342372
398399,0.638388,0.705000,9.811483,436.807649,446.619132
398599,0.638406,0.665000,9.815630,437.073535,446.889165
398799,0.638440,0.690000,9.820069,437.341292,447.161361
398999,0.638472,0.685000,9.825112,437.619407,447.444520
399199,0.638446,0.600000,9.834456,437.890150,447.724606
399399,0.638470,0.675000,9.839879,438.228975,448.068854
399599,0.638481,0.655000,9.845188,438.532247,448.377435
399799,0.638512,0.685000,9.849849,438.813221,448.663069
399999,0.638543,0.685000,9.854780,439.140749,448.995529
400199,0.638578,0.690000,9.864274,439.426602,449.290877
400399,0.638565,0.620000,9.868527,439.706884,449.575411
400599,0.638599,0.690000,9.872979,439.987138,449.860117
400799,0.638584,0.615000,9.877601,440.258633,450.136234
400999,0.638585,0.640000,9.882147,440.521362,450.403509
401199,0.638586,0.640000,9.891387,440.809558,450.700945
401399,0.638636,0.715000,9.896141,441.134302,451.030444
401599,0.638657,0.670000,9.900618,441.419495,451.320113
401799,0.638741,0.765000,9.905417,441.719265,451.624682
401999,0.638745,0.645000,9.910284,441.991596,451.901881
402199,0.638723,0.605000,9.918867,442.263829,452.182696
402399,0.638727,0.645000,9.922799,442.536075,452.458875
402599,0.638688,0.580000,9.926966,442.806874,452.733840
402799,0.638699,0.655000,9.932850,443.150830,453.083680
402999,0.638743,0.705000,9.937832,443.447462,453.385294
403199,0.638776,0.690000,9.948266,443.724044,453.672310
403399,0.638800,0.675000,9.952261,443.998200,453.950461
403599,0.638821,0.670000,9.956418,444.265399,454.221816
403799,0.638831,0.655000,9.961558,444.579425,454.540983
403999,0.638826,0.630000,9.966329,444.862163,454.828491
404199,0.638833,0.650000,9.975950,445.161544,455.137494
404399,0.638837,0.645000,9.979932,445.435727,455.415659
404599,0.638858,0.670000,9.985306,445.770822,455.756128
404799,0.638809,0.565000,9.990355,446.068098,456.058453
404999,0.638787,0.605000,9.995554,446.371674,456.367228
405199,0.638742,0.570000,10.004324,446.727220,456.731544
405399,0.638700,0.575000,10.009385,447.059225,457.068610
405599,0.638675,0.600000,10.014062,447.401871,457.415934
405799,0.638695,0.670000,10.018465,447.669439,457.687903
405999,0.638690,0.630000,10.023034,447.940512,457.963546
406199,0.638671,0.610000,10.031757,448.213931,458.245688
406399,0.638629,0.575000,10.035810,448.486394,458.522204
406599,0.638598,0.590000,10.039932,448.751754,458.791686
406799,0.638582,0.615000,10.044325,449.023416,459.067741
406999,0.638528,0.555000,10.048896,449.291736,459.340632
407199,0.638519,0.625000,10.057418,449.560486,459.617904
407399,0.638530,0.655000,10.061440,449.827457,459.888897
407599,0.638553,0.675000,10.065566,450.096046,460.161612
407799,0.638499,0.555000,10.069891,450.361802,460.431693
407999,0.638455,0.570000,10.074346,450.625302,460.699648
408199,0.638462,0.650000,10.083297,450.892105,460.975402
408399,0.638444,0.610000,10.087397,451.161676,461.249073
408599,0.638419,0.600000,10.091499,451.429754,461.521253
408799,0.638394,0.600000,10.095947,451.701781,461.797728
408999,0.638408,0.660000,10.100449,451.972354,462.072804
409199,0.638351,0.550000,10.109614,452.245662,462.355277
409399,0.638329,0.605000,10.113555,452.507521,462.621076
409599,0.638324,0.630000,10.117826,452.777306,462.895132
409799,0.638354,0.685000,10.122258,453.050813,463.173072
409999,0.638316,0.580000,10.126816,453.318368,463.445184
410199,0.638295,0.605000,10.135393,453.582532,463.717925
410399,0.638273,0.605000,10.139351,453.851653,463.991004
410599,0.638258,0.615000,10.143549,454.122312,464.265860
410799,0.638237,0.605000,10.148035,454.391730,464.539766
410999,0.638219,0.610000,10.152580,454.658555,464.811135
411199,0.638172,0.565000,10.161688,454.927386,465.089075
411399,0.638202,0.685000,10.165577,455.191416,465.356992
411599,0.638180,0.605000,10.169776,455.458094,465.627870
411799,0.638185,0.645000,10.174147,455.727828,465.901975
411999,0.638176,0.625000,10.178726,455.995558,466.174283
412199,0.638168,0.625000,10.186714,456.260482,466.447196
412399,0.638214,0.710000,10.190593,456.522465,466.713058
412599,0.638209,0.630000,10.194722,456.792743,466.987465
412799,0.638216,0.650000,10.199090,457.063153,467.262244
412999,0.638208,0.625000,10.203546,457.327683,467.531229
413199,0.638180,0.595000,10.211260,457.595756,467.807016
413399,0.638143,0.580000,10.215181,457.864388,468.079569
413599,0.638163,0.670000,10.219388,458.132667,468.352055
413799,0.638158,0.630000,10.223747,458.400820,468.624568
413999,0.638146,0.620000,10.228475,458.667625,468.896100
414199,0.638199,0.720000,10.236119,458.936840,469.172960
414399,0.638219,0.670000,10.240048,459.204013,469.444061
414599,0.638245,0.680000,10.244344,459.472030,469.716374
414799,0.638253,0.650000,10.248769,459.742503,469.991272
414999,0.638232,0.605000,10.253322,460.007346,470.260668
415199,0.638249,0.665000,10.261355,460.277080,470.538435
415399,0.638275,0.680000,10.265264,460.544044,470.809308
415599,0.638321,0.710000,10.269771,460.810755,471.080527
415799,0.638328,0.650000,10.274114,461.074417,471.348531
415999,0.638275,0.555000,10.278623,461.337201,471.615824
416199,0.638283,0.650000,10.286862,461.614108,471.900970
416399,0.638312,0.685000,10.290836,461.887899,472.178735
416599,0.638320,0.650000,10.294954,462.156391,472.451345
416799,0.638378,0.730000,10.299284,462.425512,472.724796
416999,0.638388,0.655000,10.304054,462.703711,473.007764
417199,0.638411,0.675000,10.312387,462.975747,473.288134
417399,0.638437,0.680000,10.316311,463.244858,473.561169
417599,0.638501,0.740000,10.320416,463.512410,473.832827
417799,0.638584,0.770000,10.324908,463.785987,474.110896
417999,0.638670,0.775000,10.329372,464.051632,474.381004
418199,0.638721,0.720000,10.337954,464.322029,474.659984
418399,0.638785,0.740000,10.342077,464.600603,474.942679
418599,0.638858,0.755000,10.346168,464.863826,475.209994
418799,0.638924,0.745000,10.350528,465.129388,475.479916
418999,0.638956,0.690000,10.355084,465.396660,475.751744
419199,0.639007,0.720000,10.363118,465.668386,476.031505
419399,0.638979,0.595000,10.367139,465.938406,476.305545
419599,0.638983,0.645000,10.371449,466.209944,476.581394
419799,0.638968,0.615000,10.375793,466.480866,476.856659
419999,0.639003,0.695000,10.380579,466.752194,477.132773
420199,0.639029,0.680000,10.388583,467.023470,477.412053
420399,0.639023,0.630000,10.392515,467.293725,477.686240
420599,0.639008,0.615000,10.396741,467.568990,477.965732
420799,0.638987,0.605000,10.401153,467.838653,478.239806
420999,0.638960,0.595000,10.405701,468.102895,478.508596
421199,0.638994,0.695000,10.413856,468.371137,478.784993
421399,0.639020,0.680000,10.417804,468.641403,479.059207
421599,0.639024,0.645000,10.421971,468.915189,479.337160
421799,0.639027,0.645000,10.426528,469.187542,479.614070
421999,0.639043,0.665000,10.431256,469.465806,479.897062
422199,0.639050,0.650000,10.439216,469.731725,480.170941
422399,0.639082,0.690000,10.443089,469.997478,480.440567
422599,0.639092,0.655000,10.447224,470.267355,480.714578
422799,0.639083,0.625000,10.451616,470.538460,480.990076
422999,0.639108,0.680000,10.456128,470.802156,481.258284
423199,0.639084,0.600000,10.464672,471.074125,481.538798
423399,0.639075,0.625000,10.468665,471.343644,481.812310
423599,0.639113,0.700000,10.472939,471.611355,482.084294
423799,0.639145,0.690000,10.477309,471.882397,482.359706
423999,0.639142,0.635000,10.481823,472.151740,482.633563
424199,0.639115,0.595000,10.490314,472.429378,482.919691
424399,0.639081,0.585000,10.494218,472.693198,483.187415
424599,0.639113,0.690000,10.498419,472.959914,483.458333
424799,0.639092,0.605000,10.502849,473.231341,483.734190
424999,0.639105,0.660000,10.507435,473.500104,484.007539
425199,0.639105,0.640000,10.515522,473.768223,484.283745
425399,0.639130,0.680000,10.519454,474.038109,484.557564
425599,0.639122,0.625000,10.523739,474.311051,484.834790
425799,0.639091,0.590000,10.528131,474.578715,485.106845
425999,0.639028,0.535000,10.532584,474.844904,485.377488
426199,0.639010,0.610000,10.541384,475.111781,485.653165
426399,0.638986,0.600000,10.545378,475.380442,485.925820
426599,0.638968,0.610000,10.549499,475.644677,486.194176
426799,0.638947,0.605000,10.553864,475.909870,486.463734
426999,0.638899,0.560000,10.558575,476.184725,486.743300
427199,0.638891,0.625000,10.567069,476.453564,487.020633
427399,0.638894,0.645000,10.571114,476.723105,487.294219
427599,0.638871,0.600000,10.575379,476.994318,487.569697
427799,0.638835,0.580000,10.579927,477.271535,487.851462
427999,0.638838,0.645000,10.584544,477.540033,488.124577
428199,0.638803,0.580000,10.592668,477.810464,488.403133
428399,0.638736,0.530000,10.596645,478.084640,488.681285
428599,0.638722,0.615000,10.600958,478.360628,488.961586
428799,0.638710,0.620000,10.605295,478.626185,489.231480
428999,0.638705,0.630000,10.609929,478.895029,489.504959
429199,0.638679,0.595000,10.618050,479.166071,489.784121
429399,0.638619,0.540000,10.621933,479.428606,490.050539
429599,0.638547,0.520000,10.626222,479.698148,490.324370
429799,0.638466,0.505000,10.630957,479.985730,490.616687
429999,0.638409,0.545000,10.635714,480.262675,490.898390
430199,0.638365,0.565000,10.643924,480.526335,491.170260
430399,0.638326,0.575000,10.647887,480.796079,491.443966
430599,0.638279,0.560000,10.652160,481.066422,491.718582
430799,0.638222,0.545000,10.656669,481.342715,491.999384
430999,0.638166,0.545000,10.661218,481.612386,492.273604
431199,0.638113,0.550000,10.669656,481.882094,492.551750
431399,0.638072,0.570000,10.673701,482.151486,492.825188
431599,0.638076,0.645000,10.677801,482.418976,493.096776
431799,0.637990,0.495000,10.682121,482.688004,493.370125
431999,0.637985,0.630000,10.686711,482.961485,493.648196
432199,0.637977,0.625000,10.696231,483.228884,493.925115
432399,0.637993,0.665000,10.700257,483.516200,494.216457
432599,0.637959,0.580000,10.704395,483.779902,494.484297
432799,0.637978,0.670000,10.708832,484.050012,494.758844
432999,0.637964,0.615000,10.713317,484.313452,495.026769
433199,0.637926,0.575000,10.722320,484.586425,495.308745
433399,0.637906,0.605000,10.726415,484.860453,495.586869
433599,0.637911,0.645000,10.730529,485.127328,495.857857
433799,0.637897,0.615000,10.734886,485.395520,496.130405
433999,0.637871,0.595000,10.739500,485.665711,496.405212
434199,0.637858,0.615000,10.748404,485.943444,496.691848
434399,0.637829,0.590000,10.752387,486.208015,496.960402
434599,0.637788,0.570000,10.756518,486.472361,497.228880
434799,0.637745,0.565000,10.761025,486.748679,497.509704
434999,0.637752,0.650000,10.765621,487.016998,497.782619
435199,0.637736,0.610000,10.774625,487.289273,498.063898
435399,0.637692,0.565000,10.778727,487.567225,498.345952
435599,0.637649,0.565000,10.783046,487.839183,498.622229
435799,0.637612,0.575000,10.787381,488.110400,498.897781
435999,0.637565,0.560000,10.792032,488.379268,499.171300
436199,0.637543,0.600000,10.801602,488.657513,499.459115
436399,0.637512,0.585000,10.805662,488.933181,499.738842
436599,0.637469,0.565000,10.810827,489.249712,500.060539
436799,0.637452,0.610000,10.816026,489.615123,500.431149
436999,0.637424,0.590000,10.820856,489.894296,500.715152
437199,0.637405,0.605000,10.829871,490.167162,500.997033
437399,0.637347,0.540000,10.834176,490.453404,501.287580
437599,0.637367,0.670000,10.838719,490.745725,501.584444
437799,0.637321,0.560000,10.844111,491.056918,501.901029
437999,0.637311,0.620000,10.849463,491.364096,502.213559
438199,0.637283,0.590000,10.858691,491.661042,502.519733
438399,0.637249,0.580000,10.862920,491.948970,502.811890
438599,0.637218,0.585000,10.867604,492.235271,503.102875
438799,0.637184,0.580000,10.872474,492.524404,503.396879
438999,0.637121,0.530000,10.878535,492.830382,503.708917
439199,0.637064,0.540000,10.887950,493.132539,504.020489
439399,0.637006,0.540000,10.892119,493.407756,504.299874
439599,0.636926,0.500000,10.897400,493.738872,504.636273
439799,0.636898,0.590000,10.901854,494.007592,504.909446
439999,0.636847,0.550000,10.906511,494.277462,505.183973
440199,0.636784,0.530000,10.915738,494.552807,505.468544
440399,0.636722,0.530000,10.919906,494.827065,505.746971
440599,0.636700,0.600000,10.924970,495.146647,506.071618
440799,0.636626,0.510000,10.929747,495.434026,506.363773
440999,0.636607,0.605000,10.934485,495.704495,506.638979
441199,0.636506,0.465000,10.943664,495.971241,506.914904
441399,0.636450,0.540000,10.947828,496.245748,507.193576
441599,0.636391,0.535000,10.952159,496.527171,507.479330
441799,0.636375,0.610000,10.956728,496.801167,507.757895
441999,0.636389,0.660000,10.961897,497.092622,508.054519
442199,0.636391,0.640000,10.970423,497.369709,508.340132
442399,0.636346,0.560000,10.974473,497.635988,508.610461
442599,0.636276,0.515000,10.978579,497.909283,508.887862
442799,0.636208,0.520000,10.983033,498.178265,509.161298
442999,0.636134,0.510000,10.988752,498.497315,509.486067
443199,0.636072,0.530000,10.996736,498.778030,509.774765
443399,0.635990,0.495000,11.000964,499.057610,510.058574
443599,0.635940,0.550000,11.005421,499.341772,510.347193
443799,0.635864,0.505000,11.010242,499.627476,510.637718
443999,0.635814,0.550000,11.014870,499.902990,510.917860
444199,0.635729,0.490000,11.023030,500.186861,511.209892
444399,0.635682,0.555000,11.027112,500.461763,511.488874
444599,0.635618,0.525000,11.031779,500.736323,511.768101
444799,0.635583,0.575000,11.036095,501.008151,512.044245
444999,0.635577,0.625000,11.040844,501.283222,512.324066
445199,0.635539,0.570000,11.048756,501.554911,512.603666
445399,0.635486,0.545000,11.053079,501.838939,512.892017
445599,0.635431,0.540000,11.057710,502.124518,513.182228
445799,0.635428,0.630000,11.062648,502.418066,513.480715
445999,0.635402,0.590000,11.067310,502.691681,513.758991
446199,0.635376,0.590000,11.075836,502.959664,514.035500
446399,0.635346,0.585000,11.079783,503.231408,514.311191
446599,0.635323,0.595000,11.083827,503.494531,514.578358
446799,0.635320,0.630000,11.088309,503.768026,514.856335
446999,0.635300,0.600000,11.093504,504.088763,515.182266
447199,0.635297,0.630000,11.101745,504.376985,515.478730
447399,0.635265,0.580000,11.106783,504.726090,515.832873
447599,0.635210,0.540000,11.111717,505.045860,516.157577
447799,0.635158,0.545000,11.117750,505.366288,516.484038
447999,0.635132,0.590000,11.124490,505.682850,516.807339
448199,0.635135,0.640000,11.134022,505.985398,517.119421
448399,0.635109,0.590000,11.137869,506.249080,517.386949
448599,0.635049,0.530000,11.142964,506.534091,517.677055
448799,0.635000,0.550000,11.147289,506.794168,517.941457
448999,0.635017,0.665000,11.151842,507.067283,518.219125
449199,0.635029,0.655000,11.160528,507.346886,518.507414
449399,0.635040,0.655000,11.164842,507.634471,518.799313
449599,0.635011,0.585000,11.169015,507.899579,519.068594
449799,0.635003,0.620000,11.173628,508.226483,519.400110
449999,0.634974,0.585000,11.178478,508.502768,519.681245
450199,0.634937,0.570000,11.187566,508.833204,520.020770
450399,0.634943,0.645000,11.192329,509.137617,520.329945
450599,0.634923,0.600000,11.197247,509.426748,520.623995
450799,0.634897,0.590000,11.202338,509.784783,520.987121
450999,0.634886,0.615000,11.208105,510.136743,521.344848
451199,0.634829,0.535000,11.219485,510.518786,521.738271
451399,0.634809,0.600000,11.224845,510.857989,522.082835
451599,0.634784,0.590000,11.229723,511.163659,522.393382
451799,0.634795,0.655000,11.235285,511.485957,522.721242
451999,0.634781,0.610000,11.241208,511.806516,523.047724
452199,0.634784,0.640000,11.249950,512.095069,523.345019
452399,0.634747,0.570000,11.254576,512.391925,523.646501
452599,0.634736,0.615000,11.259610,512.704741,523.964351
452799,0.634697,0.565000,11.265180,513.030742,524.295922
452999,0.634705,0.650000,11.269858,513.296303,524.566161
453199,0.634700,0.625000,11.278249,513.565752,524.844000
453399,0.634714,0.660000,11.282267,513.836391,525.118658
453599,0.634692,0.595000,11.286520,514.108052,525.394571
453799,0.634681,0.615000,11.291497,514.408550,525.700048
453999,0.634709,0.685000,11.296676,514.702988,525.999664
454199,0.634701,0.620000,11.305202,515.000057,526.305258
454399,0.634752,0.725000,11.309283,515.273152,526.582435
454599,0.634755,0.640000,11.313520,515.539869,526.853389
454799,0.634749,0.625000,11.318147,515.819075,527.137223
454999,0.634718,0.580000,11.323733,516.139545,527.463279
455199,0.634687,0.580000,11.336447,516.506817,527.843264
455399,0.634671,0.605000,11.341509,516.899499,528.241009
455599,0.634691,0.670000,11.345942,517.179846,528.525788
455799,0.634682,0.620000,11.350400,517.453148,528.803549
455999,0.634671,0.615000,11.355953,517.762361,529.118313
456199,0.634677,0.645000,11.365025,518.035263,529.400288
456399,0.634644,0.575000,11.368885,518.301449,529.670335
456599,0.634647,0.640000,11.373918,518.618907,529.992825
456799,0.634627,0.600000,11.378976,518.920747,530.299723
456999,0.634641,0.660000,11.383768,519.197795,530.581564
457199,0.634656,0.660000,11.392079,519.468956,530.861036
457399,0.634667,0.655000,11.396403,519.744220,531.140623
457599,0.634659,0.620000,11.400991,520.029021,531.430012
457799,0.634704,0.715000,11.405504,520.298153,531.703656
457999,0.634696,0.620000,11.410743,520.588925,531.999669
458199,0.634690,0.625000,11.419853,520.876377,532.296230
458399,0.634704,0.660000,11.423863,521.144533,532.568397
458599,0.634704,0.635000,11.428320,521.424074,532.852394
458799,0.634677,0.585000,11.433072,521.710829,533.143901
458999,0.634666,0.615000,11.437750,521.982774,533.420524
459199,0.634633,0.575000,11.447067,522.266383,533.713450
459399,0.634633,0.635000,11.451248,522.537351,533.988598
459599,0.634638,0.645000,11.455508,522.810249,534.265757
459799,0.634641,0.640000,11.459979,523.080435,534.540414
459999,0.634656,0.660000,11.464760,523.359308,534.824068
460199,0.634650,0.625000,11.474185,523.634546,535.108730
460399,0.634664,0.660000,11.478179,523.904672,535.382852
460599,0.634623,0.560000,11.482461,524.182815,535.665275
460799,0.634648,0.680000,11.487418,524.485374,535.972792
460999,0.634620,0.585000,11.492792,524.797081,536.289873
461199,0.634635,0.660000,11.502505,525.102228,536.604733
461399,0.634649,0.660000,11.507391,525.443009,536.950400
461599,0.634643,0.625000,11.512459,525.757352,537.269811
461799,0.634646,0.640000,11.517089,526.039312,537.556400
461999,0.634616,0.580000,11.522502,526.339806,537.862309
462199,0.634616,0.635000,11.532176,526.629317,538.161493
462399,0.634625,0.650000,11.537203,526.947003,538.484207
462599,0.634633,0.650000,11.542013,527.256932,538.798945
462799,0.634620,0.610000,11.547190,527.631971,539.179161
462999,0.634631,0.655000,11.552235,527.934857,539.487092
463199,0.634598,0.575000,11.562294,528.234292,539.796587
463399,0.634612,0.660000,11.566765,528.533500,540.100265
463599,0.634618,0.645000,11.571069,528.812661,540.383730
463799,0.634610,0.620000,11.575964,529.102556,540.678520
463999,0.634615,0.645000,11.581191,529.432663,541.013854
464199,0.634632,0.665000,11.590048,529.720737,541.310785
464399,0.634632,0.635000,11.594232,530.000896,541.595128
464599,0.634624,0.620000,11.599128,530.289836,541.888964
464799,0.634638,0.660000,11.603794,530.572562,542.176356
464999,0.634663,0.680000,11.608599,530.858632,542.467231
465199,0.634685,0.675000,11.617772,531.145583,542.763356
465399,0.634702,0.665000,11.622212,531.429935,543.052147
465599,0.634707,0.645000,11.626640,531.709803,543.336442
465799,0.634721,0.660000,11.631281,531.991762,543.623044
465999,0.634721,0.635000,11.636259,532.279399,543.915658
466199,0.634702,0.600000,11.645592,532.562122,544.207714
466399,0.634697,0.625000,11.649825,532.845345,544.495170
466599,0.634694,0.630000,11.654269,533.130680,544.784949
466799,0.634689,0.625000,11.658912,533.413342,545.072254
466999,0.634722,0.695000,11.663752,533.698941,545.362693
467199,0.634714,0.620000,11.672682,533.978893,545.651575
467399,0.634752,0.705000,11.676977,534.266797,545.943773
467599,0.634755,0.640000,11.681479,534.548744,546.230223
467799,0.634793,0.705000,11.686175,534.827965,546.514140
467999,0.634810,0.665000,11.691225,535.119131,546.810356
468199,0.634804,0.625000,11.700839,535.402972,547.103811
468399,0.634783,0.595000,11.705435,535.683216,547.388651
468599,0.634750,0.575000,11.709846,535.969577,547.679423
468799,0.634715,0.570000,11.714741,536.256960,547.971701
468999,0.634659,0.530000,11.719592,536.540058,548.259649
469199,0.634653,0.625000,11.730277,536.823551,548.553828
469399,0.634651,0.630000,11.734591,537.112763,548.847355
469599,0.634673,0.675000,11.738952,537.392516,549.131468
469799,0.634648,0.590000,11.743648,537.674759,549.418407
469999,0.634638,0.615000,11.748461,537.958855,549.707316
470199,0.634641,0.640000,11.758965,538.241671,550.000635
470399,0.634614,0.585000,11.763172,538.523560,550.286732
470599,0.634590,0.590000,11.767867,538.818327,550.586194
470799,0.634593,0.640000,11.772936,539.130413,550.903349
470999,0.634555,0.565000,11.778510,539.451706,551.230216
471199,0.634531,0.590000,11.788203,539.743780,551.531984
471399,0.634496,0.570000,11.793542,540.089553,551.883095
471599,0.634508,0.655000,11.797836,540.369903,552.167738
471799,0.634532,0.680000,11.802477,540.655189,552.457666
471999,0.634522,0.615000,11.807996,540.988792,552.796788
472199,0.634541,0.670000,11.817320,541.324900,553.142220
472399,0.634570,0.690000,11.821730,541.624665,553.446395
472599,0.634600,0.690000,11.826724,541.953405,553.780130
472799,0.634619,0.670000,11.833104,542.286459,554.119564
472999,0.634590,0.580000,11.838396,542.601787,554.440183
473199,0.634582,0.620000,11.847080,542.891895,554.738975
473399,0.634585,0.640000,11.851197,543.171662,555.022859
473599,0.634580,0.625000,11.855716,543.452373,555.308089
473799,0.634545,0.570000,11.860450,543.739490,555.599940
473999,0.634529,0.605000,11.865101,544.019505,555.884606
474199,0.634524,0.625000,11.873162,544.301662,556.174824
474399,0.634490,0.570000,11.877309,544.590570,556.467878
474599,0.634493,0.640000,11.881969,544.881792,556.763760
474799,0.634477,0.605000,11.886848,545.165036,557.051884
474999,0.634459,0.600000,11.891892,545.455129,557.347021
475199,0.634438,0.595000,11.901310,545.740152,557.641462
475399,0.634435,0.630000,11.905631,546.022508,557.928138
475599,0.634438,0.640000,11.910153,546.306533,558.216686
475799,0.634391,0.545000,11.915056,546.599446,558.514502
475999,0.634396,0.645000,11.919944,546.889514,558.809457
476199,0.634365,0.575000,11.928693,547.178523,559.107216
476399,0.634360,0.625000,11.933011,547.467875,559.400886
476599,0.634323,0.565000,11.937666,547.757502,559.695168
476799,0.634313,0.615000,11.942458,548.042973,559.985431
476999,0.634297,0.605000,11.947595,548.333366,560.280961
477199,0.634287,0.615000,11.956245,548.624311,560.580556
477399,0.634271,0.605000,11.960901,548.907545,560.868446
477599,0.634266,0.625000,11.965384,549.192555,561.157938
477799,0.634283,0.665000,11.970130,549.480039,561.450169
477999,0.634254,0.580000,11.975009,549.766614,561.741623
478199,0.634260,0.645000,11.983280,550.060002,562.043282
478399,0.634249,0.615000,11.987702,550.346497,562.334199
478599,0.634237,0.610000,11.992534,550.634640,562.627174
478799,0.634216,0.595000,11.997170,550.914089,562.911259
478999,0.634179,0.565000,12.002040,551.199878,563.201918
479199,0.634175,0.625000,12.010492,551.505221,563.515713
479399,0.634175,0.635000,12.014758,551.790230,563.804989
479599,0.634194,0.670000,12.019186,552.070976,564.090162
479799,0.634192,0.630000,12.023920,552.359130,564.383050
479999,0.634182,0.615000,12.028860,552.645966,564.674826
480199,0.634185,0.640000,12.037167,552.934275,564.971442
480399,0.634182,0.630000,12.042563,553.302327,565.344891
480599,0.634164,0.600000,12.047095,553.595684,565.642779
