# TEST CONFIGURATION BEGIN
# FileStream(filename='hyper_f.csv', target_idx=-1, n_targets=1, cat_features=None)
# [incremental] Adaptive4(learning_rate=0.2, max_depth=6, max_window_size=1000, min_window_size=1)
# [adwin] Adaptive5(learning_rate=0.2, max_depth=6, max_window_size=1000, min_window_size=1)
# EvaluatePrequential(batch_size=1, data_points_for_classification=False, max_samples=500000, max_time=inf, metrics=['accuracy', 'running_time'], n_wait=200, output_file='ensemblesize_sea_a.txt', pretrain_size=100000, restart_stream=True, show_plot=True)
# TEST CONFIGURATION END
id,mean_acc_[incremental],current_acc_[incremental],mean_acc_[adwin],current_acc_[adwin],training_time_[incremental],testing_time_[incremental],total_running_time_[incremental],training_time_[adwin],testing_time_[adwin],total_running_time_[adwin]
257199,0.819319,0.790000,0.819027,0.805000,48.502634,16.291123,64.793757,78.963815,14.868857,93.832672
257399,0.819219,0.740000,0.818920,0.735000,48.506275,16.313994,64.820269,79.212775,14.889816,94.102590
257599,0.819156,0.770000,0.818845,0.760000,48.510137,16.337539,64.847676,79.250342,14.910743,94.161085
257799,0.819119,0.790000,0.818796,0.780000,48.514194,16.359774,64.873969,79.489930,14.931077,94.421007
257999,0.819146,0.840000,0.818835,0.850000,48.518557,16.380707,64.899264,79.524352,14.950246,94.474598
258199,0.819109,0.790000,0.818818,0.805000,48.724936,16.401150,65.126086,79.559168,14.968938,94.528106
258399,0.819154,0.855000,0.818864,0.855000,48.728372,16.422652,65.151023,79.595372,14.988926,94.584298
258599,0.819149,0.815000,0.818871,0.825000,48.732007,16.444030,65.176037,79.630939,15.008663,94.639603
258799,0.819125,0.800000,0.818816,0.775000,48.735804,16.465153,65.200957,79.869722,15.028126,94.897849
258999,0.819182,0.865000,0.818874,0.865000,48.740100,16.487054,65.227155,79.905360,15.048260,94.953620
259199,0.819177,0.815000,0.818876,0.820000,48.947758,16.509965,65.457723,79.943393,15.068771,95.012164
259399,0.819166,0.810000,0.818858,0.805000,48.951295,16.532367,65.483663,79.979470,15.089079,95.068550
259599,0.819066,0.740000,0.818747,0.730000,48.955293,16.558659,65.513952,80.021744,15.115389,95.137133
259799,0.818955,0.730000,0.818648,0.740000,48.959532,16.582153,65.541686,80.269976,15.136712,95.406688
259999,0.818931,0.800000,0.818612,0.790000,48.964027,16.605942,65.569970,80.308238,15.158417,95.466655
260199,0.818901,0.795000,0.818577,0.790000,49.177730,16.628242,65.805972,80.344629,15.178681,95.523311
260399,0.818909,0.825000,0.818554,0.800000,49.181289,16.649812,65.831101,80.380500,15.198475,95.578975
260599,0.818873,0.790000,0.818524,0.795000,49.184945,16.670799,65.855744,80.416227,15.217955,95.634182
260799,0.818831,0.785000,0.818495,0.795000,49.188868,16.693081,65.881949,80.663752,15.238102,95.901854
260999,0.818814,0.805000,0.818484,0.810000,49.192955,16.714005,65.906960,80.698118,15.257101,95.955218
261199,0.818772,0.785000,0.818462,0.800000,49.400146,16.734549,66.134695,80.732990,15.276154,96.009143
261399,0.818705,0.765000,0.818395,0.765000,49.403582,16.755726,66.159307,80.768210,15.295912,96.064122
261599,0.818651,0.775000,0.818354,0.785000,49.407174,16.776880,66.184055,80.804511,15.315280,96.119791
261799,0.818758,0.905000,0.818461,0.905000,49.411162,16.799786,66.210948,81.049462,15.336112,96.385574
261999,0.818741,0.805000,0.818444,0.805000,49.415349,16.821191,66.236539,81.084439,15.355826,96.440265
262199,0.818736,0.815000,0.818440,0.815000,49.622676,16.842108,66.464784,81.119496,15.374874,96.494370
262399,0.818719,0.805000,0.818430,0.810000,49.626040,16.862946,66.488985,81.155441,15.393883,96.549324
262599,0.818721,0.820000,0.818438,0.825000,49.629608,16.883896,66.513504,81.190726,15.413062,96.603788
262799,0.818698,0.800000,0.818428,0.810000,49.633489,16.905779,66.539268,81.434183,15.433041,96.867224
262999,0.818607,0.745000,0.818344,0.750000,49.637622,16.926581,66.564204,81.468287,15.452013,96.920300
263199,0.818603,0.815000,0.818376,0.845000,49.851783,16.948775,66.800558,81.505961,15.472206,96.978167
263399,0.818605,0.820000,0.818384,0.825000,49.855135,16.969167,66.824302,81.540306,15.490999,97.031305
263599,0.818594,0.810000,0.818386,0.820000,49.858648,16.989376,66.848024,81.574851,15.509827,97.084678
263799,0.818584,0.810000,0.818376,0.810000,49.862335,17.010103,66.872438,81.821621,15.528718,97.350340
263999,0.818585,0.820000,0.818378,0.820000,49.866724,17.031317,66.898041,81.857831,15.548103,97.405933
264199,0.818648,0.870000,0.818453,0.880000,50.081923,17.052423,67.134346,81.893492,15.567786,97.461279
264399,0.818644,0.815000,0.818449,0.815000,50.085408,17.074529,67.159937,81.929684,15.587644,97.517328
264599,0.818603,0.785000,0.818408,0.785000,50.088966,17.095005,67.183972,81.964604,15.606698,97.571302
264799,0.818641,0.850000,0.818434,0.840000,50.092642,17.115474,67.208116,82.213241,15.625404,97.838645
264999,0.818582,0.770000,0.818388,0.780000,50.096792,17.136727,67.233519,82.248659,15.644647,97.893306
265199,0.818668,0.890000,0.818475,0.890000,50.312018,17.158436,67.470454,82.284620,15.664326,97.948946
265399,0.818700,0.845000,0.818525,0.860000,50.315463,17.179891,67.495354,82.320517,15.684513,98.005030
265599,0.818750,0.860000,0.818557,0.845000,50.319167,17.202591,67.521758,82.358716,15.705816,98.064532
265799,0.818733,0.805000,0.818559,0.820000,50.322973,17.223895,67.546868,82.602602,15.725097,98.327699
265999,0.818723,0.810000,0.818560,0.820000,50.327295,17.245188,67.572483,82.637470,15.744832,98.382301
266199,0.818767,0.855000,0.818604,0.855000,50.542421,17.266848,67.809269,82.673435,15.764856,98.438291
266399,0.818726,0.785000,0.818576,0.795000,50.545699,17.287150,67.832849,82.709003,15.783519,98.492522
266599,0.818733,0.825000,0.818589,0.830000,50.549152,17.307689,67.856841,82.743413,15.801950,98.545363
266799,0.818705,0.795000,0.818573,0.805000,50.553026,17.330215,67.883240,82.986561,15.822104,98.808665
266999,0.818629,0.755000,0.818521,0.775000,50.557062,17.351000,67.908063,83.021258,15.841342,98.862600
267199,0.818648,0.835000,0.818529,0.825000,50.776396,17.372842,68.149238,83.058760,15.861066,98.919826
267399,0.818608,0.785000,0.818501,0.795000,50.779815,17.394108,68.173923,83.094338,15.880550,98.974888
267599,0.818646,0.850000,0.818544,0.855000,50.783280,17.414540,68.197820,83.128647,15.899254,99.027900
267799,0.818623,0.800000,0.818522,0.800000,50.787003,17.435939,68.222943,83.374437,15.918520,99.292957
267999,0.818571,0.775000,0.818476,0.780000,50.791175,17.456925,68.248100,83.410568,15.937574,99.348142
268199,0.818549,0.800000,0.818466,0.810000,51.006519,17.478649,68.485168,83.446613,15.957385,99.403997
268399,0.818569,0.835000,0.818486,0.835000,51.009883,17.500056,68.509938,83.482173,15.976764,99.458937
268599,0.818577,0.825000,0.818499,0.830000,51.013515,17.521758,68.535273,83.517728,15.996449,99.514178
268799,0.818572,0.815000,0.818495,0.815000,51.017470,17.544212,68.561682,83.767252,16.016623,99.783875
268999,0.818562,0.810000,0.818479,0.805000,51.021523,17.565539,68.587062,83.802749,16.036002,99.838751
269199,0.818593,0.845000,0.818517,0.850000,51.235975,17.586670,68.822645,83.837942,16.055134,99.893076
269399,0.818654,0.870000,0.818566,0.860000,51.239354,17.607282,68.846636,83.873381,16.074321,99.947702
269599,0.818656,0.820000,0.818579,0.830000,51.242965,17.628400,68.871365,83.909965,16.093650,100.003614
269799,0.818622,0.790000,0.818539,0.785000,51.246797,17.649845,68.896642,84.155953,16.113315,100.269268
269999,0.818594,0.795000,0.818506,0.790000,51.250947,17.671565,68.922512,84.191037,16.132682,100.323719
270199,0.818596,0.820000,0.818519,0.830000,51.464008,17.695607,69.159615,84.229761,16.154381,100.384142
270399,0.818621,0.840000,0.818539,0.835000,51.467404,17.717272,69.184675,84.266028,16.174378,100.440406
270599,0.818593,0.795000,0.818517,0.800000,51.471016,17.738588,69.209603,84.302867,16.193999,100.496866
270799,0.818659,0.875000,0.818589,0.880000,51.474748,17.759530,69.234278,84.546438,16.212672,100.759110
270999,0.818643,0.805000,0.818585,0.815000,51.478934,17.781535,69.260470,84.581994,16.232357,100.814351
271199,0.818633,0.810000,0.818569,0.805000,51.691833,17.802527,69.494360,84.618177,16.251480,100.869657
271399,0.818576,0.770000,0.818512,0.770000,51.695277,17.824021,69.519298,84.654350,16.271383,100.925733
271599,0.818607,0.845000,0.818543,0.845000,51.699030,17.845411,69.544441,84.690514,16.290933,100.981448
271799,0.818586,0.800000,0.818522,0.800000,51.702960,17.867207,69.570167,84.941657,16.310704,101.252361
271999,0.818599,0.830000,0.818512,0.810000,51.707377,17.889283,69.596660,84.978922,16.330990,101.309912
272199,0.818635,0.850000,0.818537,0.840000,51.922388,17.910355,69.832743,85.014665,16.350535,101.365201
272399,0.818590,0.780000,0.818492,0.780000,51.925733,17.930935,69.856668,85.049672,16.369520,101.419192
272599,0.818610,0.835000,0.818511,0.835000,51.929365,17.952203,69.881568,85.085801,16.389040,101.474841
272799,0.818582,0.795000,0.818490,0.800000,51.933171,17.973634,69.906805,85.332087,16.408232,101.740320
272999,0.818584,0.820000,0.818491,0.820000,51.937483,17.996934,69.934417,85.369092,16.428674,101.797767
273199,0.818551,0.790000,0.818453,0.785000,52.156047,18.023016,70.179063,85.410550,16.451999,101.862549
273399,0.818495,0.770000,0.818403,0.775000,52.160005,18.048882,70.208888,85.452171,16.474770,101.926940
273599,0.818514,0.835000,0.818422,0.835000,52.164070,18.074635,70.238705,85.494335,16.498206,101.992542
273799,0.818464,0.775000,0.818349,0.755000,52.168609,18.100947,70.269555,85.764977,16.521697,102.286674
273999,0.818420,0.780000,0.818322,0.795000,52.173135,18.125734,70.298869,85.803822,16.544037,102.347859
274199,0.818421,0.820000,0.818324,0.820000,52.395924,18.173250,70.569174,85.840143,16.564280,102.404422
274399,0.818343,0.750000,0.818240,0.745000,52.399527,18.195374,70.594901,85.877450,16.584188,102.461638
274599,0.818310,0.790000,0.818207,0.790000,52.403174,18.217255,70.620429,85.913865,16.603958,102.517824
274799,0.818404,0.900000,0.818272,0.875000,52.406994,18.238612,70.645606,86.164822,16.623298,102.788120
274999,0.818394,0.810000,0.818257,0.805000,52.411728,18.265883,70.677611,86.203355,16.646657,102.850012
275199,0.818379,0.805000,0.818236,0.800000,52.630076,18.288746,70.918821,86.241318,16.667127,102.908445
275399,0.818347,0.790000,0.818204,0.790000,52.633484,18.309616,70.943100,86.276043,16.686004,102.962047
275599,0.818394,0.860000,0.818229,0.840000,52.637187,18.333182,70.970369,86.314180,16.707332,103.021512
275799,0.818447,0.865000,0.818271,0.855000,52.641350,18.358158,70.999508,86.574848,16.729762,103.304610
275999,0.818398,0.775000,0.818222,0.775000,52.646293,18.384050,71.030343,86.616977,16.751780,103.368757
276199,0.818411,0.830000,0.818252,0.845000,52.878515,18.408258,71.286773,86.654410,16.773458,103.427869
276399,0.818316,0.735000,0.818158,0.735000,52.881824,18.429109,71.310933,86.689112,16.792400,103.481512
276599,0.818296,0.800000,0.818143,0.805000,52.885437,18.450520,71.335957,86.725541,16.811964,103.537505
276799,0.818241,0.770000,0.818088,0.770000,52.889264,18.471596,71.360861,86.979546,16.831397,103.810943
276999,0.818215,0.795000,0.818073,0.805000,52.893446,18.493347,71.386793,87.015622,16.851464,103.867086
277199,0.818205,0.810000,0.818070,0.815000,53.113734,18.516717,71.630451,87.051638,16.871693,103.923331
277399,0.818241,0.850000,0.818112,0.855000,53.117360,18.541161,71.658521,87.088961,16.893345,103.982306
277599,0.818226,0.805000,0.818097,0.805000,53.120933,18.562223,71.683156,87.125982,16.912759,104.038741
277799,0.818172,0.770000,0.818048,0.775000,53.125322,18.588624,71.713946,87.395416,16.934266,104.329682
277999,0.818197,0.840000,0.818073,0.840000,53.130182,18.611758,71.741940,87.433327,16.955645,104.388972
278199,0.818199,0.820000,0.818070,0.815000,53.357004,18.634416,71.991421,87.470564,16.976313,104.446877
278399,0.818167,0.790000,0.818044,0.795000,53.360717,18.706213,72.066930,87.512197,17.006570,104.518766
278599,0.818158,0.810000,0.818040,0.815000,53.364364,18.728101,72.092466,87.548161,17.026418,104.574579
278799,0.818132,0.795000,0.818026,0.805000,53.368269,18.750245,72.118514,87.800139,17.046598,104.846737
278999,0.818067,0.760000,0.817972,0.770000,53.372415,18.770927,72.143341,87.834791,17.065999,104.900790
279199,0.818025,0.780000,0.817930,0.780000,53.597252,18.793423,72.390675,87.873178,17.087436,104.960614
279399,0.818043,0.835000,0.817938,0.825000,53.600760,18.816198,72.416958,87.909410,17.108081,105.017491
279599,0.818068,0.840000,0.817968,0.845000,53.604592,18.840221,72.444813,87.947715,17.129325,105.077040
279799,0.818042,0.795000,0.817948,0.800000,53.608566,18.862498,72.471064,88.207182,17.149602,105.356785
279999,0.818056,0.830000,0.817950,0.820000,53.612753,18.883733,72.496486,88.243584,17.169327,105.412911
280199,0.818030,0.795000,0.817930,0.800000,53.834255,18.905583,72.739838,88.279734,17.189579,105.469314
280399,0.818049,0.835000,0.817938,0.825000,53.837667,18.926764,72.764431,88.315256,17.209122,105.524378
280599,0.818045,0.815000,0.817935,0.815000,53.841319,18.948400,72.789719,88.351623,17.229258,105.580881
280799,0.818009,0.785000,0.817904,0.790000,53.845259,18.970986,72.816245,88.609928,17.249742,105.859670
280999,0.818044,0.850000,0.817934,0.845000,53.849522,18.992812,72.842334,88.645866,17.269843,105.915710
281199,0.817975,0.755000,0.817870,0.760000,54.071880,19.013691,73.085571,88.681288,17.289488,105.970776
281399,0.817905,0.755000,0.817800,0.755000,54.075310,19.035396,73.110706,88.716614,17.309055,106.025669
281599,0.817863,0.780000,0.817764,0.785000,54.078974,19.056398,73.135372,88.753677,17.328684,106.082361
281799,0.817827,0.785000,0.817734,0.790000,54.082944,19.078889,73.161833,89.012753,17.348878,106.361631
281999,0.817874,0.860000,0.817780,0.860000,54.087115,19.100059,73.187174,89.048440,17.368584,106.417024
282199,0.817887,0.830000,0.817783,0.820000,54.312057,19.124422,73.436479,89.086094,17.389415,106.475509
282399,0.817840,0.775000,0.817736,0.775000,54.315647,19.146289,73.461936,89.124215,17.409393,106.533607
282599,0.817798,0.780000,0.817689,0.775000,54.319206,19.166872,73.486078,89.159590,17.428430,106.588021
282799,0.817801,0.820000,0.817702,0.830000,54.323319,19.190698,73.514016,89.420953,17.449378,106.870331
282999,0.817814,0.830000,0.817710,0.825000,54.327724,19.213329,73.541053,89.457259,17.470427,106.927686
283199,0.817767,0.775000,0.817675,0.785000,54.560034,19.236011,73.796045,89.494730,17.491446,106.986176
283399,0.817759,0.810000,0.817672,0.815000,54.563590,19.258410,73.822000,89.531765,17.511936,107.043701
283599,0.817723,0.785000,0.817653,0.800000,54.567236,19.280250,73.847486,89.568176,17.531624,107.099801
283799,0.817758,0.850000,0.817699,0.860000,54.571324,19.302787,73.874111,89.845590,17.552184,107.397774
283999,0.817788,0.845000,0.817734,0.850000,54.575713,19.324953,73.900667,89.882611,17.572037,107.454647
284199,0.817807,0.835000,0.817769,0.850000,54.805035,19.347798,74.152834,89.919813,17.593098,107.512911
284399,0.817831,0.840000,0.817793,0.840000,54.808522,19.369780,74.178302,89.956947,17.612931,107.569878
284599,0.817779,0.770000,0.817746,0.775000,54.812342,19.393845,74.206187,89.994640,17.634055,107.628696
284799,0.817765,0.805000,0.817716,0.790000,54.816190,19.415004,74.231194,90.260106,17.653240,107.913347
284999,0.817784,0.835000,0.817746,0.845000,54.820484,19.438270,74.258754,90.296118,17.673912,107.970030
285199,0.817792,0.825000,0.817754,0.825000,55.051576,19.459372,74.510948,90.331762,17.694534,108.026296
285399,0.817745,0.775000,0.817702,0.770000,55.056192,19.480400,74.536592,90.366973,17.713912,108.080885
285599,0.817742,0.815000,0.817689,0.805000,55.060245,19.506181,74.566426,90.409322,17.736600,108.145922
285799,0.817750,0.825000,0.817723,0.850000,55.064405,19.528508,74.592913,90.672291,17.756695,108.428986
285999,0.817683,0.755000,0.817656,0.755000,55.068824,19.549912,74.618736,90.707480,17.776003,108.483483
286199,0.817707,0.840000,0.817691,0.850000,55.294185,19.571528,74.865714,90.743717,17.795611,108.539329
286399,0.817666,0.780000,0.817645,0.775000,55.297617,19.592262,74.889878,90.779577,17.814504,108.594080
286599,0.817706,0.855000,0.817685,0.855000,55.301236,19.613203,74.914439,90.815498,17.833734,108.649232
286799,0.817612,0.730000,0.817591,0.730000,55.305397,19.637628,74.943025,91.082611,17.855661,108.938272
286999,0.817599,0.805000,0.817572,0.800000,55.309944,19.661869,74.971812,91.120360,17.877851,108.998211
287199,0.817575,0.795000,0.817548,0.795000,55.542931,19.690570,75.233502,91.168112,17.900786,109.068898
287399,0.817513,0.760000,0.817487,0.760000,55.546405,19.711693,75.258097,91.203750,17.920291,109.124041
287599,0.817521,0.825000,0.817505,0.835000,55.550096,19.733341,75.283437,91.240626,17.939819,109.180446
287799,0.817519,0.815000,0.817503,0.815000,55.554188,19.756129,75.310318,91.505831,17.960342,109.466173
287999,0.817569,0.865000,0.817553,0.865000,55.558363,19.777257,75.335620,91.542484,17.979736,109.522220
288199,0.817593,0.840000,0.817556,0.820000,55.785156,19.799712,75.584867,91.577985,17.999469,109.577454
288399,0.817617,0.840000,0.817574,0.835000,55.788674,19.821330,75.610004,91.614051,18.019043,109.633094
288599,0.817635,0.835000,0.817593,0.835000,55.792478,19.843040,75.635518,91.650673,18.039103,109.689776
288799,0.817664,0.845000,0.817622,0.845000,55.796564,19.865890,75.662454,91.912696,18.059884,109.972580
288999,0.817630,0.785000,0.817587,0.785000,55.800979,19.888509,75.689487,91.948994,18.080727,110.029721
289199,0.817674,0.860000,0.817622,0.850000,56.025514,19.910177,75.935691,91.984997,18.100686,110.085684
289399,0.817666,0.810000,0.817608,0.805000,56.029031,19.931203,75.960234,92.020087,18.119727,110.139814
289599,0.817653,0.805000,0.817590,0.800000,56.032723,19.952625,75.985348,92.057413,18.139372,110.196786
289799,0.817661,0.825000,0.817582,0.810000,56.036660,19.974432,76.011092,92.319927,18.159243,110.479170
289999,0.817668,0.825000,0.817589,0.825000,56.040864,19.995900,76.036764,92.355334,18.178878,110.534211
290199,0.817681,0.830000,0.817608,0.835000,56.273850,20.017863,76.291713,92.391300,18.198850,110.590151
290399,0.817679,0.815000,0.817626,0.835000,56.277319,20.040894,76.318213,92.428346,18.218883,110.647228
290599,0.817723,0.860000,0.817671,0.860000,56.280941,20.061835,76.342775,92.463559,18.238438,110.701997
290799,0.817689,0.785000,0.817610,0.760000,56.284835,20.083062,76.367897,92.726435,18.258201,110.984636
290999,0.817723,0.850000,0.817628,0.835000,56.289121,20.105375,76.394496,92.762199,18.278523,111.040722
291199,0.817735,0.830000,0.817641,0.830000,56.521330,20.126369,76.647699,92.798569,18.298036,111.096605
291399,0.817753,0.835000,0.817654,0.830000,56.524760,20.147566,76.672327,92.834060,18.317399,111.151458
291599,0.817756,0.820000,0.817662,0.825000,56.528520,20.169073,76.697593,92.870125,18.337164,111.207289
291799,0.817758,0.820000,0.817659,0.815000,56.532341,20.190058,76.722399,93.143769,18.355975,111.499744
291999,0.817745,0.805000,0.817651,0.810000,56.536701,20.211905,76.748607,93.180831,18.376381,111.557213
292199,0.817747,0.820000,0.817638,0.805000,56.767382,20.233497,77.000878,93.216413,18.396318,111.612731
292399,0.817765,0.835000,0.817661,0.840000,56.770790,20.254703,77.025493,93.252329,18.415884,111.668213
292599,0.817783,0.835000,0.817679,0.835000,56.774576,20.276855,77.051431,93.288847,18.436029,111.724877
292799,0.817759,0.795000,0.817645,0.785000,56.778616,20.299500,77.078116,93.555644,18.456275,112.011919
292999,0.817725,0.785000,0.817601,0.775000,56.782997,20.322095,77.105092,93.592802,18.476916,112.069718
293199,0.817676,0.770000,0.817547,0.765000,57.015813,20.345092,77.360905,93.629338,18.497482,112.126821
293399,0.817709,0.850000,0.817590,0.860000,57.019458,20.369101,77.388559,93.667388,18.519354,112.186742
293599,0.817701,0.810000,0.817588,0.815000,57.023140,20.391476,77.414616,93.705034,18.540052,112.245086
293799,0.817657,0.775000,0.817544,0.775000,57.027082,20.413347,77.440429,93.968660,18.560150,112.528810
293999,0.817619,0.780000,0.817521,0.795000,57.031491,20.436234,77.467725,94.004910,18.581075,112.585985
294199,0.817585,0.785000,0.817487,0.785000,57.262845,20.458034,77.720880,94.041704,18.601342,112.643046
294399,0.817500,0.735000,0.817407,0.740000,57.266285,20.479649,77.745934,94.079088,18.621057,112.700145
294599,0.817528,0.845000,0.817425,0.835000,57.269968,20.501209,77.771178,94.115334,18.640933,112.756267
294799,0.817510,0.800000,0.817408,0.800000,57.273840,20.522474,77.796315,94.376861,18.660297,113.037158
294999,0.817554,0.860000,0.817441,0.850000,57.278187,20.544353,77.822541,94.414229,18.680591,113.094820
295199,0.817531,0.795000,0.817413,0.790000,57.510068,20.565676,78.075743,94.451140,18.700048,113.151187
295399,0.817503,0.790000,0.817380,0.785000,57.513515,20.586757,78.100271,94.486730,18.719461,113.206191
295599,0.817515,0.830000,0.817377,0.815000,57.517251,20.608943,78.126194,94.523396,18.739612,113.263008
295799,0.817482,0.785000,0.817354,0.795000,57.521185,20.630820,78.152004,94.787560,18.759320,113.546880
295999,0.817490,0.825000,0.817367,0.830000,57.525517,20.652157,78.177675,94.824954,18.779002,113.603956
296199,0.817492,0.820000,0.817375,0.825000,57.759060,20.675176,78.434236,94.861507,18.799473,113.660980
296399,0.817464,0.790000,0.817352,0.795000,57.762587,20.696833,78.459420,94.897632,18.819376,113.717008
296599,0.817487,0.840000,0.817386,0.850000,57.766298,20.718832,78.485130,94.934322,18.839070,113.773392
296799,0.817439,0.770000,0.817342,0.775000,57.770377,20.741096,78.511473,95.201147,18.859305,114.060452
296999,0.817482,0.860000,0.817391,0.865000,57.774841,20.762344,78.537185,95.236548,18.878875,114.115424
297199,0.817449,0.785000,0.817343,0.770000,58.010006,20.784488,78.794494,95.273039,18.898803,114.171842
297399,0.817366,0.735000,0.817259,0.735000,58.013502,20.805867,78.819369,95.309140,18.918247,114.227387
297599,0.817328,0.780000,0.817227,0.785000,58.017222,20.827275,78.844496,95.346655,18.937989,114.284644
297799,0.817341,0.830000,0.817235,0.825000,58.021290,20.849154,78.870444,95.617459,18.958014,114.575473
297999,0.817359,0.835000,0.817258,0.840000,58.025664,20.870811,78.896475,95.652978,18.978039,114.631016
298199,0.817392,0.850000,0.817286,0.845000,58.298420,20.893408,79.191828,95.689692,18.998721,114.688413
298399,0.817374,0.800000,0.817273,0.805000,58.302074,20.914956,79.217030,95.726445,19.018451,114.744897
298599,0.817412,0.855000,0.817306,0.850000,58.305813,20.937344,79.243157,95.763148,19.038222,114.801370
298799,0.817420,0.825000,0.817319,0.830000,58.309743,20.958474,79.268217,96.029428,19.057465,115.086893
298999,0.817427,0.825000,0.817327,0.825000,58.313983,20.980091,79.294074,96.064261,19.076702,115.140963
299199,0.817415,0.805000,0.817314,0.805000,58.548719,21.002151,79.550870,96.101305,19.096230,115.197535
299399,0.817422,0.825000,0.817322,0.825000,58.552382,21.025354,79.577737,96.139055,19.117263,115.256317
299599,0.817445,0.840000,0.817335,0.830000,58.556145,21.047664,79.603809,96.176792,19.137664,115.314457
299799,0.817437,0.810000,0.817322,0.805000,58.560224,21.069994,79.630219,96.445941,19.157841,115.603782
299999,0.817380,0.760000,0.817265,0.760000,58.564494,21.091775,79.656269,96.483067,19.177576,115.660642
300199,0.817343,0.780000,0.817233,0.785000,58.799756,21.112958,79.912713,96.519059,19.197048,115.716107
300399,0.817325,0.800000,0.817201,0.785000,58.803362,21.135468,79.938831,96.555688,19.217793,115.773481
300599,0.817328,0.820000,0.817203,0.820000,58.807109,21.157406,79.964514,96.591949,19.237462,115.829410
300799,0.817341,0.830000,0.817216,0.830000,58.811291,21.180671,79.991963,96.861037,19.258549,116.119586
300999,0.817358,0.835000,0.817234,0.835000,58.815508,21.201912,80.017420,96.896140,19.278118,116.174258
301199,0.817351,0.810000,0.817222,0.805000,59.050141,21.224672,80.274813,96.934033,19.299372,116.233405
301399,0.817378,0.845000,0.817254,0.850000,59.053644,21.247336,80.300981,96.970539,19.319730,116.290269
301599,0.817346,0.785000,0.817217,0.780000,59.057365,21.269211,80.326577,97.008236,19.339573,116.347809
301799,0.817354,0.825000,0.817230,0.830000,59.061409,21.291277,80.352686,97.275650,19.360018,116.635668
301999,0.817371,0.835000,0.817252,0.840000,59.065747,21.313295,80.379042,97.312348,19.380125,116.692473
302199,0.817374,0.820000,0.817245,0.810000,59.299354,21.337141,80.636496,97.350799,19.401803,116.752602
302399,0.817431,0.875000,0.817317,0.890000,59.302850,21.359638,80.662488,97.388313,19.422344,116.810656
302599,0.817453,0.840000,0.817340,0.840000,59.306839,21.385075,80.691914,97.428444,19.444694,116.873138
302799,0.817436,0.800000,0.817327,0.805000,59.310914,21.410319,80.721234,97.696368,19.465515,117.161883
302999,0.817379,0.760000,0.817286,0.775000,59.315115,21.431793,80.746908,97.732496,19.485275,117.217771
303199,0.817392,0.830000,0.817303,0.835000,59.547166,21.453722,81.000887,97.770129,19.505444,117.275572
303399,0.817424,0.850000,0.817330,0.845000,59.550656,21.475698,81.026355,97.806561,19.525609,117.332170
303599,0.817456,0.850000,0.817362,0.850000,59.554384,21.497782,81.052166,97.843262,19.545998,117.389260
303799,0.817444,0.805000,0.817350,0.805000,59.558363,21.520926,81.079289,98.110780,19.566576,117.677356
303999,0.817426,0.800000,0.817333,0.800000,59.562616,21.542763,81.105378,98.147901,19.587024,117.734925
304199,0.817429,0.820000,0.817331,0.815000,59.802795,21.565689,81.368484,98.184592,19.607568,117.792160
304399,0.817412,0.800000,0.817314,0.800000,59.806361,21.588705,81.395066,98.221626,19.628354,117.849980
304599,0.817424,0.830000,0.817326,0.830000,59.810031,21.610360,81.420390,98.258036,19.648185,117.906221
304799,0.817422,0.815000,0.817319,0.810000,59.814064,21.633565,81.447629,98.533395,19.669431,118.202826
304999,0.817444,0.840000,0.817351,0.850000,59.818351,21.656552,81.474903,98.569999,19.689887,118.259886
305199,0.817456,0.830000,0.817364,0.830000,60.056930,21.678332,81.735262,98.606548,19.709956,118.316504
305399,0.817425,0.785000,0.817332,0.785000,60.060401,21.700704,81.761105,98.643453,19.730339,118.373792
305599,0.817432,0.825000,0.817335,0.820000,60.064049,21.722924,81.786973,98.681665,19.750319,118.431984
305799,0.817459,0.845000,0.817357,0.840000,60.068299,21.747000,81.815299,98.956916,19.773255,118.730171
305999,0.817427,0.785000,0.817330,0.790000,60.072731,21.768735,81.841466,98.992778,19.793177,118.785956
306199,0.817439,0.830000,0.817333,0.820000,60.312917,21.789827,82.102744,99.028210,19.812361,118.840571
306399,0.817456,0.835000,0.817340,0.825000,60.316366,21.811040,82.127407,99.065073,19.831973,118.897046
306599,0.817459,0.820000,0.817352,0.830000,60.320603,21.833199,82.153803,99.101745,19.852163,118.953908
306799,0.817456,0.815000,0.817360,0.825000,60.324880,21.861714,82.186594,99.385165,19.875146,119.260311
306999,0.817464,0.825000,0.817372,0.830000,60.329730,21.887027,82.216757,99.423969,19.897936,119.321905
307199,0.817481,0.835000,0.817389,0.835000,60.578398,21.911802,82.490201,99.465635,19.922277,119.387913
307399,0.817522,0.860000,0.817425,0.855000,60.582022,21.934511,82.516533,99.502917,19.942804,119.445721
307599,0.817548,0.845000,0.817457,0.850000,60.585955,21.959890,82.545846,99.542207,19.965165,119.507373
307799,0.817570,0.840000,0.817493,0.855000,60.590610,21.987841,82.578452,99.824441,19.987740,119.812181
307999,0.817615,0.865000,0.817534,0.860000,60.595122,22.011636,82.606758,99.863084,20.009336,119.872420
308199,0.817622,0.825000,0.817546,0.830000,60.839113,22.033490,82.872603,99.899412,20.029264,119.928676
