# TEST CONFIGURATION BEGIN
# FileStream(filename='hyper_f.csv', target_idx=-1, n_targets=1, cat_features=None)
# [incremental] Adaptive4(learning_rate=0.2, max_depth=6, max_window_size=1000, min_window_size=1)
# [adwin] Adaptive5(learning_rate=0.2, max_depth=6, max_window_size=1000, min_window_size=1)
# EvaluatePrequential(batch_size=1, data_points_for_classification=False, max_samples=500000, max_time=inf, metrics=['accuracy', 'running_time'], n_wait=200, output_file='ensemblesize_sea_a.txt', pretrain_size=100000, restart_stream=True, show_plot=True)
# TEST CONFIGURATION END
id,mean_acc_[incremental],current_acc_[incremental],mean_acc_[adwin],current_acc_[adwin],training_time_[incremental],testing_time_[incremental],total_running_time_[incremental],training_time_[adwin],testing_time_[adwin],total_running_time_[adwin]
308399,0.817610,0.805000,0.817534,0.805000,60.842619,22.055747,82.898366,99.936093,20.049955,119.986048
308599,0.817570,0.775000,0.817483,0.765000,60.846432,22.079026,82.925459,99.973316,20.074845,120.048161
308799,0.817591,0.840000,0.817519,0.855000,60.850453,22.101295,82.951748,100.245855,20.095565,120.341420
308999,0.817584,0.810000,0.817522,0.820000,60.855003,22.123411,82.978415,100.281586,20.116230,120.397816
309199,0.817572,0.805000,0.817505,0.800000,61.097563,22.144914,83.242477,100.318112,20.136258,120.454370
309399,0.817560,0.805000,0.817493,0.805000,61.101020,22.166684,83.267704,100.353850,20.156522,120.510372
309599,0.817610,0.870000,0.817543,0.870000,61.104729,22.188987,83.293716,100.391745,20.176461,120.568206
309799,0.817583,0.790000,0.817521,0.795000,61.109533,22.221964,83.331497,100.675098,20.204586,120.879683
309999,0.817590,0.825000,0.817533,0.830000,61.114151,22.246957,83.361109,100.713820,20.227329,120.941149
310199,0.817569,0.795000,0.817512,0.795000,61.355516,22.268811,83.624326,100.750001,20.247252,120.997253
310399,0.817576,0.825000,0.817510,0.815000,61.359085,22.291316,83.650401,100.789060,20.267482,121.056543
310599,0.817583,0.825000,0.817493,0.800000,61.363263,22.323279,83.686542,100.829693,20.291308,121.121001
310799,0.817571,0.805000,0.817476,0.800000,61.367726,22.347903,83.715629,101.111245,20.313463,121.424708
310999,0.817521,0.765000,0.817436,0.775000,61.372546,22.372168,83.744714,101.148833,20.335504,121.484337
311199,0.817519,0.815000,0.817438,0.820000,61.621497,22.394789,84.016286,101.186925,20.356523,121.543448
311399,0.817498,0.795000,0.817417,0.795000,61.625159,22.418928,84.044087,101.226693,20.379063,121.605756
311599,0.817457,0.775000,0.817377,0.775000,61.629243,22.443321,84.072564,101.265549,20.400682,121.666231
311799,0.817469,0.830000,0.817389,0.830000,61.633307,22.465215,84.098522,101.541684,20.420610,121.962294
311999,0.817448,0.795000,0.817368,0.795000,61.637622,22.486759,84.124381,101.578018,20.440335,122.018353
312199,0.817427,0.795000,0.817333,0.780000,61.878597,22.509448,84.388045,101.614394,20.460269,122.074663
312399,0.817401,0.790000,0.817316,0.800000,61.882196,22.534392,84.416589,101.654933,20.481791,122.136724
312599,0.817404,0.820000,0.817310,0.810000,61.885977,22.557572,84.443549,101.692509,20.502553,122.195062
312799,0.817430,0.845000,0.817317,0.825000,61.890013,22.579301,84.469314,101.967822,20.522533,122.490355
312999,0.817413,0.800000,0.817296,0.795000,61.894428,22.601519,84.495947,102.004364,20.543162,122.547527
313199,0.817411,0.815000,0.817280,0.800000,62.133365,22.625646,84.759011,102.041489,20.564008,122.605497
313399,0.817446,0.855000,0.817324,0.865000,62.136901,22.648377,84.785278,102.078640,20.584620,122.663260
313599,0.817472,0.845000,0.817360,0.855000,62.140739,22.671344,84.812083,102.116956,20.605656,122.722611
313799,0.817484,0.830000,0.817376,0.835000,62.144743,22.693236,84.837979,102.395774,20.625779,123.021553
313999,0.817477,0.810000,0.817379,0.820000,62.149210,22.716421,84.865631,102.432455,20.646961,123.079416
314199,0.817507,0.850000,0.817409,0.850000,62.391418,22.739001,85.130419,102.469650,20.667973,123.137623
314399,0.817500,0.810000,0.817397,0.805000,62.395071,22.762151,85.157222,102.508683,20.689047,123.197730
314599,0.817507,0.825000,0.817400,0.820000,62.398908,22.787211,85.186119,102.546637,20.710804,123.257441
314799,0.817542,0.855000,0.817430,0.850000,62.402814,22.808846,85.211660,102.824224,20.730579,123.554803
314999,0.817567,0.845000,0.817465,0.855000,62.407079,22.830701,85.237781,102.859757,20.750617,123.610374
315199,0.817574,0.825000,0.817486,0.840000,62.647868,22.852929,85.500797,102.896877,20.770668,123.667545
315399,0.817591,0.835000,0.817507,0.840000,62.651429,22.875639,85.527068,102.934539,20.791345,123.725884
315599,0.817625,0.855000,0.817537,0.850000,62.655397,22.900471,85.555868,102.974432,20.813494,123.787926
315799,0.817632,0.825000,0.817535,0.815000,62.659423,22.923051,85.582474,103.256671,20.833929,124.090600
315999,0.817676,0.865000,0.817565,0.850000,62.663917,22.945024,85.608941,103.293887,20.854256,124.148143
316199,0.817701,0.845000,0.817581,0.835000,62.907433,22.968752,85.876185,103.331556,20.875572,124.207128
316399,0.817657,0.770000,0.817537,0.770000,62.911365,22.995108,85.906473,103.371173,20.898643,124.269816
316599,0.817645,0.805000,0.817530,0.810000,62.915235,23.018857,85.934092,103.410005,20.920110,124.330115
316799,0.817657,0.830000,0.817555,0.845000,62.919367,23.040855,85.960222,103.693001,20.940464,124.633465
316999,0.817691,0.855000,0.817590,0.855000,62.923859,23.063228,85.987087,103.729329,20.961133,124.690462
317199,0.817693,0.820000,0.817592,0.820000,63.173060,23.085485,86.258545,103.765556,20.981198,124.746754
317399,0.817677,0.800000,0.817580,0.805000,63.176665,23.108211,86.284876,103.802951,21.001961,124.804913
317599,0.817665,0.805000,0.817574,0.810000,63.180609,23.132415,86.313024,103.842588,21.024347,124.866936
317799,0.817691,0.845000,0.817603,0.850000,63.184700,23.154526,86.339226,104.119676,21.044849,125.164525
317999,0.817674,0.800000,0.817596,0.810000,63.189236,23.176620,86.365856,104.155405,21.065115,125.220520
318199,0.817699,0.845000,0.817612,0.835000,63.441259,23.199281,86.640540,104.193436,21.085696,125.279132
318399,0.817720,0.840000,0.817628,0.835000,63.444920,23.222573,86.667493,104.233269,21.107018,125.340287
318599,0.817726,0.825000,0.817635,0.825000,63.448837,23.246079,86.694917,104.272169,21.128647,125.400815
318799,0.817706,0.795000,0.817623,0.805000,63.452867,23.267502,86.720369,104.552863,21.148336,125.701199
318999,0.817749,0.865000,0.817667,0.865000,63.457352,23.290166,86.747518,104.589342,21.169063,125.758405
319199,0.817787,0.860000,0.817701,0.855000,63.704368,23.312344,87.016711,104.626803,21.189053,125.815856
319399,0.817830,0.865000,0.817735,0.855000,63.708089,23.335870,87.043959,104.665109,21.210958,125.876067
319599,0.817823,0.810000,0.817732,0.815000,63.711966,23.359377,87.071343,104.702892,21.232233,125.935125
319799,0.817798,0.790000,0.817725,0.810000,63.715997,23.381871,87.097867,104.986514,21.253482,126.239996
319999,0.817818,0.840000,0.817741,0.835000,63.720558,23.406472,87.127029,105.025435,21.275189,126.300624
320199,0.817829,0.830000,0.817761,0.840000,63.963288,23.429253,87.392541,105.062571,21.295665,126.358236
320399,0.817804,0.790000,0.817740,0.795000,63.966962,23.452729,87.419692,105.100854,21.317258,126.418112
320599,0.817806,0.820000,0.817747,0.825000,63.971046,23.477418,87.448465,105.139554,21.339027,126.478581
320799,0.817840,0.855000,0.817785,0.860000,63.975199,23.499789,87.474988,105.420973,21.359250,126.780223
320999,0.817855,0.835000,0.817796,0.830000,63.979668,23.522401,87.502069,105.458054,21.380238,126.838292
321199,0.817821,0.780000,0.817767,0.785000,64.228647,23.545399,87.774046,105.495595,21.401577,126.897172
321399,0.817823,0.820000,0.817773,0.825000,64.232224,23.568457,87.800681,105.533734,21.422765,126.956499
321599,0.817802,0.795000,0.817762,0.805000,64.236221,23.592040,87.828261,105.573837,21.444396,127.018233
321799,0.817768,0.780000,0.817723,0.775000,64.240228,23.614315,87.854543,105.868340,21.464728,127.333067
321999,0.817734,0.780000,0.817694,0.785000,64.244739,23.637529,87.882268,105.905147,21.485552,127.390699
322199,0.817732,0.815000,0.817691,0.815000,64.493261,23.659213,88.152474,105.941516,21.505447,127.446963
322399,0.817765,0.855000,0.817725,0.855000,64.497100,23.683406,88.180506,105.981464,21.528133,127.509597
322599,0.817754,0.805000,0.817700,0.790000,64.501508,23.723428,88.224936,106.035177,21.560914,127.596091
322799,0.817733,0.795000,0.817675,0.790000,64.505902,23.765386,88.271288,106.340510,21.595787,127.936297
322999,0.817749,0.835000,0.817686,0.830000,64.510673,23.791122,88.301796,106.378808,21.618664,127.997473
323199,0.817733,0.800000,0.817666,0.795000,64.756221,23.815618,88.571839,106.417984,21.640499,128.058483
323399,0.817726,0.810000,0.817663,0.815000,64.759894,23.838705,88.598599,106.456058,21.661297,128.117354
323599,0.817733,0.825000,0.817665,0.820000,64.763725,23.861391,88.625116,106.492798,21.682223,128.175021
323799,0.817739,0.825000,0.817663,0.815000,64.767777,23.883229,88.651006,106.771966,21.702302,128.474267
323999,0.817772,0.855000,0.817701,0.860000,64.772178,23.905718,88.677896,106.809423,21.722998,128.532422
324199,0.817779,0.825000,0.817712,0.830000,65.024237,23.928489,88.952727,106.846235,21.743615,128.589850
324399,0.817794,0.835000,0.817718,0.825000,65.027947,23.952280,88.980227,106.884162,21.764914,128.649076
324599,0.817801,0.825000,0.817729,0.830000,65.031799,23.975280,89.007079,106.921735,21.786063,128.707798
324799,0.817762,0.775000,0.817700,0.785000,65.035770,23.997410,89.033180,107.203226,21.806418,129.009643
324999,0.817778,0.835000,0.817698,0.815000,65.040251,24.019888,89.060139,107.239606,21.827130,129.066736
325199,0.817744,0.780000,0.817678,0.795000,65.290401,24.042536,89.332937,107.276606,21.847324,129.123931
325399,0.817760,0.835000,0.817706,0.850000,65.293994,24.065418,89.359412,107.314030,21.868073,129.182103
325599,0.817748,0.805000,0.817686,0.795000,65.297806,24.087729,89.385535,107.351915,21.888376,129.240290
325799,0.817737,0.805000,0.817675,0.805000,65.301926,24.110436,89.412362,107.637054,21.909132,129.546186
325999,0.817704,0.780000,0.817637,0.775000,65.306343,24.133291,89.439634,107.673944,21.930231,129.604175
326199,0.817697,0.810000,0.817630,0.810000,65.555664,24.155343,89.711008,107.710392,21.950377,129.660769
326399,0.817699,0.820000,0.817615,0.800000,65.559197,24.178002,89.737199,107.748233,21.970958,129.719190
326599,0.817710,0.830000,0.817617,0.820000,65.562926,24.199862,89.762788,107.784837,21.990998,129.775835
326799,0.817734,0.845000,0.817632,0.835000,65.566900,24.221842,89.788742,108.064684,22.011128,130.075811
326999,0.817784,0.875000,0.817678,0.870000,65.571327,24.243974,89.815301,108.100641,22.031694,130.132335
327199,0.817795,0.830000,0.817685,0.825000,65.818926,24.265913,90.084839,108.138140,22.051593,130.189733
327399,0.817836,0.865000,0.817713,0.850000,65.822473,24.288705,90.111178,108.175061,22.072285,130.247346
327599,0.817821,0.800000,0.817702,0.805000,65.826192,24.310499,90.136691,108.211482,22.092267,130.303749
327799,0.817831,0.830000,0.817713,0.830000,65.830210,24.332867,90.163077,108.496678,22.112648,130.609326
327999,0.817842,0.830000,0.817724,0.830000,65.834564,24.355236,90.189800,108.534220,22.133163,130.667383
328199,0.817800,0.770000,0.817677,0.765000,66.087403,24.378620,90.466023,108.571570,22.154298,130.725869
328399,0.817850,0.875000,0.817719,0.865000,66.091132,24.401993,90.493125,108.608888,22.174995,130.783883
328599,0.817848,0.815000,0.817717,0.815000,66.094850,24.424899,90.519750,108.646073,22.195895,130.841968
328799,0.817845,0.815000,0.817710,0.810000,66.098881,24.448513,90.547393,108.936147,22.217356,131.153503
328999,0.817790,0.755000,0.817642,0.740000,66.103257,24.471329,90.574586,108.972461,22.238086,131.210547
329199,0.817771,0.795000,0.817627,0.800000,66.354032,24.493334,90.847366,109.008717,22.258093,131.266809
329399,0.817755,0.800000,0.817611,0.800000,66.357708,24.515958,90.873666,109.045953,22.278690,131.324644
329599,0.817779,0.845000,0.817631,0.840000,66.361403,24.538045,90.899447,109.083862,22.298829,131.382691
329799,0.817742,0.775000,0.817589,0.770000,66.365293,24.559646,90.924939,109.378553,22.318623,131.697176
329999,0.817770,0.850000,0.817613,0.845000,66.369645,24.582575,90.952220,109.415153,22.339569,131.754722
330199,0.817724,0.765000,0.817563,0.760000,66.623284,24.604343,91.227627,109.451373,22.359819,131.811192
330399,0.817691,0.780000,0.817539,0.790000,66.626939,24.626936,91.253875,109.489078,22.380230,131.869308
330599,0.817728,0.860000,0.817580,0.865000,66.630610,24.648782,91.279392,109.525842,22.400262,131.926104
330799,0.817721,0.810000,0.817578,0.815000,66.634612,24.696338,91.330950,109.813887,22.421839,132.235726
330999,0.817706,0.800000,0.817571,0.810000,66.639012,24.719049,91.358062,109.850703,22.443062,132.293765
331199,0.817712,0.825000,0.817569,0.815000,66.916168,24.742472,91.658640,109.889537,22.464096,132.353633
331399,0.817736,0.845000,0.817589,0.840000,66.919767,24.764566,91.684333,109.925893,22.484440,132.410332
331599,0.817720,0.800000,0.817573,0.800000,66.923416,24.786676,91.710091,109.962651,22.504947,132.467598
331799,0.817718,0.815000,0.817571,0.815000,66.927402,24.809174,91.736576,110.262190,22.525494,132.787684
331999,0.817741,0.845000,0.817595,0.845000,66.931701,24.831330,91.763031,110.299115,22.545746,132.844862
332199,0.817700,0.770000,0.817554,0.770000,67.187305,24.854819,92.042125,110.336749,22.567248,132.903997
332399,0.817681,0.795000,0.817534,0.795000,67.190941,24.876793,92.067734,110.373125,22.587395,132.960521
332599,0.817657,0.790000,0.817511,0.790000,67.194689,24.898910,92.093599,110.409875,22.607857,133.017731
332799,0.817625,0.780000,0.817483,0.785000,67.198653,24.921549,92.120202,110.708200,22.628433,133.336633
332999,0.817635,0.830000,0.817494,0.830000,67.203175,24.944678,92.147854,110.745152,22.649716,133.394868
333199,0.817603,0.780000,0.817474,0.795000,67.460327,24.967556,92.427883,110.782373,22.670743,133.453117
333399,0.817584,0.795000,0.817464,0.805000,67.463747,24.989328,92.453075,110.818691,22.690809,133.509499
333599,0.817590,0.825000,0.817474,0.830000,67.467539,25.012146,92.479685,110.857497,22.711736,133.569233
333799,0.817562,0.785000,0.817447,0.785000,67.471556,25.034152,92.505708,111.148935,22.732320,133.881255
333999,0.817568,0.825000,0.817457,0.830000,67.478937,25.091577,92.570514,111.187089,22.754732,133.941821
334199,0.817579,0.830000,0.817472,0.835000,67.735973,25.114712,92.850684,111.224840,22.775434,134.000274
334399,0.817547,0.780000,0.817445,0.785000,67.739509,25.137511,92.877020,111.264043,22.796510,134.060552
334599,0.817549,0.820000,0.817438,0.810000,67.743198,25.159757,92.902954,111.300714,22.817328,134.118042
334799,0.817517,0.780000,0.817402,0.775000,67.747238,25.181976,92.929214,111.595274,22.837822,134.433096
334999,0.817515,0.815000,0.817400,0.815000,67.751606,25.204406,92.956011,111.631583,22.858362,134.489945
335199,0.817500,0.800000,0.817381,0.795000,68.008248,25.226853,93.235102,111.669553,22.878716,134.548269
335399,0.817494,0.810000,0.817379,0.815000,68.011770,25.248961,93.260731,111.706202,22.898795,134.604996
335599,0.817513,0.840000,0.817411,0.855000,68.015488,25.270920,93.286408,111.742802,22.918937,134.661739
335799,0.817511,0.815000,0.817400,0.805000,68.019388,25.292992,93.312380,112.035432,22.939172,134.974604
335999,0.817547,0.860000,0.817432,0.855000,68.023847,25.316385,93.340232,112.074563,22.960671,135.035234
336199,0.817528,0.795000,0.817409,0.790000,68.285223,25.338831,93.624054,112.111404,22.981186,135.092590
336399,0.817551,0.845000,0.817428,0.840000,68.288747,25.361182,93.649929,112.148952,23.001962,135.150914
336599,0.817578,0.850000,0.817447,0.840000,68.292478,25.383452,93.675930,112.186411,23.022692,135.209103
336799,0.817614,0.860000,0.817487,0.865000,68.296677,25.407556,93.704233,112.500762,23.044290,135.545052
336999,0.817629,0.835000,0.817498,0.830000,68.301330,25.433072,93.734403,112.540267,23.066774,135.607041
337199,0.817631,0.820000,0.817500,0.820000,68.578708,25.458377,94.037085,112.579408,23.089189,135.668597
337399,0.817628,0.815000,0.817502,0.820000,68.582196,25.481330,94.063527,112.616886,23.109996,135.726882
337599,0.817656,0.850000,0.817534,0.855000,68.585943,25.504227,94.090171,112.656512,23.130977,135.787489
337799,0.817675,0.840000,0.817548,0.835000,68.590139,25.528080,94.118220,112.955911,23.152599,136.108510
337999,0.817681,0.825000,0.817559,0.830000,68.594517,25.552177,94.146693,112.992864,23.174103,136.166967
338199,0.817674,0.810000,0.817557,0.815000,68.855240,25.574425,94.429665,113.029660,23.194416,136.224076
338399,0.817638,0.775000,0.817517,0.770000,68.858651,25.596522,94.455174,113.068028,23.214894,136.282922
338599,0.817657,0.840000,0.817536,0.840000,68.862285,25.619530,94.481816,113.105590,23.235542,136.341132
338799,0.817693,0.860000,0.817571,0.860000,68.866253,25.641695,94.507948,113.394735,23.255975,136.650710
338999,0.817711,0.840000,0.817590,0.840000,68.870604,25.665032,94.535636,113.431995,23.277436,136.709431
339199,0.817751,0.865000,0.817630,0.865000,69.127424,25.687683,94.815107,113.471406,23.298306,136.769712
339399,0.817744,0.810000,0.817632,0.820000,69.130937,25.710387,94.841324,113.508128,23.319320,136.827448
339599,0.817742,0.815000,0.817621,0.805000,69.134600,25.732897,94.867497,113.544732,23.339805,136.884536
339799,0.817769,0.850000,0.817640,0.840000,69.138654,25.756250,94.894904,113.836072,23.360687,137.196759
339999,0.817779,0.830000,0.817646,0.825000,69.143171,25.779803,94.922974,113.874330,23.382317,137.256647
340199,0.817798,0.840000,0.817664,0.840000,69.404064,25.802168,95.206232,113.910487,23.402529,137.313016
340399,0.817808,0.830000,0.817679,0.835000,69.407557,25.824837,95.232394,113.947488,23.423421,137.370909
340599,0.817860,0.880000,0.817727,0.875000,69.411607,25.849419,95.261026,113.986684,23.444975,137.431659
340799,0.817836,0.790000,0.817695,0.780000,69.415471,25.871863,95.287334,114.284015,23.465647,137.749662
340999,0.817867,0.855000,0.817730,0.860000,69.419801,25.895122,95.314923,114.320361,23.486684,137.807045
341199,0.817823,0.765000,0.817699,0.780000,69.679820,25.919085,95.598905,114.358330,23.508079,137.866408
341399,0.817763,0.745000,0.817647,0.755000,69.683426,25.942832,95.626258,114.396390,23.529910,137.926300
341599,0.817752,0.805000,0.817645,0.815000,69.687206,25.966004,95.653210,114.435138,23.551018,137.986156
341799,0.817750,0.815000,0.817639,0.810000,69.691304,25.990228,95.681532,114.733080,23.572806,138.305886
341999,0.817773,0.845000,0.817661,0.845000,69.695633,26.013658,95.709291,114.770277,23.594211,138.364487
342199,0.817791,0.840000,0.817684,0.845000,69.953520,26.036666,95.990186,114.807936,23.615065,138.423001
342399,0.817809,0.840000,0.817702,0.840000,69.956984,26.060583,96.017567,114.846606,23.636201,138.482806
342599,0.817782,0.785000,0.817675,0.785000,69.960762,26.083669,96.044431,114.884388,23.657334,138.541722
